UCL_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,6,17,0,3,3,0,0,14,0,53,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,8,0,3,4,0,3,0,3,4,0,18,6,0,58,7,7,10,18,27,3,127,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,3,0,0,8,4,0,3,0,0,0,8,9,4,27,23,50,65,11,9,9,36,65,7,279,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL501001,130,345,19,30,39,14,3,18,7,602,725,4837,86,61,105,29,42,40,49,5977,5621,11243,1096,811,1656,767,704,671,268,22834,257,546,37,37,76,28,33,22,10,1055,1389,3958,287,262,441,151,120,97,63,6776,487,705,91,187,160,35,23,29,30,1739,16807,44055,6786,4522,6215,3912,3102,3793,1079,90267,51,38,99,49,22,25,44,44,8,389,4279,4930,4169,1721,1430,1036,1358,1091,309,20324,4767,4625,6267,2627,1986,1719,2063,1858,389,26313,12017,5182,66927,5667,5087,4526,12157,10540,2215,124323,335,223,743,562,287,496,604,957,68,4289,922,692,1349,851,464,541,1116,948,126,7002,637,962,821,257,262,214,390,456,98,4091,760,941,1599,517,399,458,1176,1134,813,7793,49183,83267,90372,18168,18627,13957,22954,21702,5542,323766,120,634,11,44,101,16,0,12,3,938,370,3494,67,74,155,34,6,25,27,4259,2775,11215,431,1287,2331,783,62,458,216,19560,163,872,20,49,157,48,0,12,22,1349
UCL511001,4,3,0,0,0,0,0,0,0,7,3,57,3,0,3,0,0,0,0,72,73,153,13,8,13,3,14,14,0,295,0,16,0,0,0,0,0,0,0,24,33,113,4,3,7,3,3,4,3,178,9,12,6,4,4,0,0,0,0,40,270,921,136,67,69,47,48,88,13,1654,0,0,3,0,0,0,3,0,0,10,98,128,133,43,38,19,51,42,11,556,155,133,218,66,49,40,72,55,12,808,452,197,3423,164,166,206,810,573,120,6113,15,9,36,9,12,38,29,60,0,218,29,24,60,25,14,19,67,50,0,296,17,17,21,11,3,4,27,25,3,134,19,18,57,9,12,10,72,80,32,315,1192,1824,4120,418,389,400,1202,1001,198,10735,3,20,0,0,0,0,0,0,0,23,0,42,3,0,0,0,0,0,3,47,43,169,3,17,20,4,0,11,0,273,0,27,0,0,0,0,0,0,0,32
UCL512001,0,4,0,0,0,0,0,0,0,4,3,36,0,0,3,0,0,0,0,42,11,60,3,0,4,0,0,0,0,88,0,3,0,0,0,0,0,0,0,4,11,64,4,9,3,0,0,0,0,91,3,11,0,0,0,0,0,0,0,11,101,314,37,38,30,18,19,37,6,594,0,0,0,0,0,0,0,0,0,0,60,72,26,38,15,13,20,25,3,272,54,64,54,45,15,20,8,34,10,307,208,77,1099,155,72,97,234,212,39,2195,4,4,18,14,4,11,18,38,7,120,16,6,16,12,4,6,22,29,3,113,11,5,10,6,0,0,4,8,0,49,12,12,21,12,0,7,34,28,13,137,501,731,1299,318,150,182,363,412,76,4024,0,9,3,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,0,23,25,83,3,13,5,4,0,3,0,131,4,7,0,0,0,0,0,0,0,14
UCL512002,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,18,14,38,3,4,3,0,0,0,0,69,0,4,0,0,0,0,0,0,0,10,14,26,3,0,0,0,0,0,0,47,0,4,0,0,5,0,0,3,0,14,85,267,44,32,14,16,16,25,3,503,0,4,0,0,0,0,0,0,0,3,52,43,31,14,9,13,18,9,0,195,50,35,57,17,13,11,13,15,0,218,204,54,1068,58,51,80,233,183,30,1966,8,6,15,7,4,6,9,17,0,75,16,8,12,12,7,7,14,21,0,99,3,4,9,3,3,0,8,3,0,34,16,4,29,3,5,5,11,18,8,97,460,518,1273,157,122,154,319,294,50,3346,3,4,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,10,14,57,3,6,5,0,0,4,0,88,0,5,0,0,0,0,0,0,0,9
UCL512003,0,5,0,0,0,0,0,0,0,8,3,22,0,4,0,0,0,0,0,28,41,66,3,3,8,3,3,4,0,127,4,3,0,0,0,0,0,0,0,4,11,36,4,6,3,0,0,0,0,67,8,4,4,3,0,0,0,0,0,22,116,321,43,27,26,10,14,19,8,574,0,0,7,3,0,0,0,0,0,6,51,58,24,32,20,13,12,12,3,229,54,76,66,33,13,18,16,28,6,316,253,110,1399,119,76,95,277,247,62,2631,13,12,14,8,8,12,16,41,0,132,12,13,23,9,3,17,22,18,8,113,13,12,7,0,3,3,7,14,3,52,13,12,29,16,3,6,25,37,13,151,588,746,1617,256,162,174,394,404,101,4449,0,6,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,18,17,76,3,5,6,4,0,0,0,114,0,8,0,0,0,0,0,0,0,12
UCL512004,0,3,0,0,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,42,41,109,18,3,9,0,16,6,0,204,3,3,0,0,0,0,0,0,0,7,13,37,0,0,4,0,3,0,0,61,0,9,3,5,0,0,0,0,0,13,117,387,75,25,16,9,61,11,6,708,0,0,0,0,0,0,0,0,0,5,37,51,55,28,7,3,31,0,0,211,75,62,72,51,8,6,36,12,4,321,232,76,1935,64,62,47,563,168,61,3211,3,0,15,3,3,6,28,20,4,89,12,6,21,17,0,0,41,12,0,118,0,7,7,3,0,3,18,12,0,45,10,4,36,8,0,8,77,19,24,190,551,794,2241,209,115,88,865,259,102,5221,0,7,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,10,15,91,3,9,15,6,0,3,0,137,0,3,0,0,4,0,0,0,0,8
UCL513001,3,0,0,3,0,0,0,0,0,7,4,9,0,0,0,0,0,0,0,16,21,31,3,0,10,0,0,9,0,80,0,3,0,0,0,0,0,0,0,7,11,24,3,7,0,0,0,0,0,44,4,3,0,3,0,0,0,0,0,15,96,223,28,42,35,12,9,21,7,473,0,0,0,5,0,0,0,0,0,6,35,37,16,17,7,3,8,8,0,142,38,27,40,41,11,3,6,13,0,173,135,76,556,79,39,47,100,106,24,1152,5,3,13,11,3,10,6,11,0,52,14,12,12,16,7,7,8,10,3,92,6,0,3,0,0,0,0,5,3,21,12,3,16,11,0,6,14,16,16,104,386,473,697,238,104,94,146,194,51,2378,0,8,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,14,17,96,3,8,11,6,0,0,0,152,0,8,0,3,3,0,0,0,0,9
UCL513002,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,8,13,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,6,12,0,3,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,9,37,106,11,6,14,4,0,5,0,184,0,0,0,0,0,0,0,0,0,0,21,16,8,0,7,3,3,6,0,62,16,22,15,9,6,5,5,9,0,98,88,51,425,11,23,41,119,86,11,858,6,0,6,0,0,3,4,3,0,29,3,0,13,3,0,0,10,11,0,41,4,3,7,0,0,0,0,0,0,18,10,3,12,3,0,7,12,9,9,68,200,244,495,41,56,65,161,131,32,1418,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,16,0,0,3,0,0,0,0,22,0,3,0,0,0,0,0,0,0,8
UCL513003,0,0,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,13,27,55,12,3,3,6,3,3,0,112,3,0,0,0,0,0,0,0,0,6,6,17,7,3,0,0,0,0,0,33,5,0,3,0,0,0,0,0,0,10,93,237,78,26,13,11,24,20,10,503,0,0,3,0,0,0,0,0,0,4,32,28,50,15,6,3,12,5,3,160,44,23,77,14,18,6,22,18,5,229,150,47,1127,50,99,34,240,137,66,1955,8,3,13,10,0,6,8,11,0,59,9,10,24,3,3,6,23,18,3,100,0,3,3,0,0,3,9,6,0,30,14,6,35,8,7,11,30,18,9,134,385,455,1435,125,160,73,379,232,103,3341,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,22,53,6,9,10,3,0,7,3,97,0,3,0,0,0,0,0,0,0,3
UCL513004,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,25,35,10,0,0,0,3,0,0,77,3,3,0,0,0,0,0,0,0,5,8,18,0,0,0,0,3,0,0,25,3,3,8,0,0,0,0,0,0,13,64,120,54,13,13,9,13,22,8,314,0,0,0,0,0,0,0,0,0,3,27,32,41,10,6,0,14,7,5,140,37,23,58,13,13,4,24,10,8,180,97,53,1131,26,59,15,227,133,54,1812,0,3,11,3,5,0,10,8,0,40,0,5,13,3,3,0,18,12,0,60,4,4,5,4,0,0,3,3,0,22,4,3,20,4,3,7,30,14,9,106,284,305,1350,79,112,49,348,217,88,2818,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,8,32,3,7,10,0,0,3,0,68,0,9,0,0,0,0,0,0,0,13
UCL514001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,30,4,0,3,0,5,0,0,52,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,3,0,0,20,5,3,14,7,3,0,4,0,0,37,21,10,374,15,16,3,115,38,15,603,0,0,0,4,0,0,3,3,0,16,3,0,6,0,0,0,15,3,0,26,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,21,8,5,41,47,59,410,34,16,4,161,56,19,806,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL514002,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,8,21,3,0,0,0,3,0,0,37,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,45,113,19,13,6,10,6,20,0,238,0,0,0,0,0,0,0,0,0,3,7,17,16,7,3,7,4,9,0,65,21,8,15,8,3,10,4,7,0,75,61,10,328,20,8,24,49,48,4,554,0,7,0,0,0,0,4,3,0,16,9,3,7,3,0,4,8,7,0,37,3,0,3,0,0,0,0,0,0,9,4,3,12,3,3,4,6,3,3,34,160,196,404,49,22,62,78,96,12,1085,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
UCL514003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,17,0,0,0,4,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,4,0,24,0,3,0,0,0,0,0,0,0,3,42,106,27,12,7,11,11,31,3,240,0,0,0,0,0,0,0,0,0,0,17,7,6,3,3,0,12,6,0,56,17,12,21,3,4,5,10,8,0,78,64,17,346,16,6,20,50,76,3,595,3,0,3,3,0,0,3,5,0,21,3,3,3,3,4,0,3,10,3,29,0,0,3,0,0,0,5,0,0,7,3,0,10,3,3,3,5,6,8,40,154,170,423,45,22,45,96,139,22,1120,0,6,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,7,6,13,0,3,0,4,0,3,0,32,0,0,0,0,0,0,0,0,0,0
UCL514004,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,9,8,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,4,14,52,11,9,7,0,4,3,0,96,0,0,0,0,0,0,0,0,0,0,9,8,4,7,3,0,6,5,0,44,10,13,7,9,3,3,3,4,0,59,52,17,227,19,18,17,41,46,9,434,0,0,3,3,0,3,0,3,0,16,3,4,3,0,0,4,6,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,7,10,0,41,98,118,255,60,33,33,70,83,13,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL514005,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,13,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,29,55,9,8,13,3,3,6,4,130,0,0,0,0,0,0,0,0,0,3,15,18,16,15,0,6,6,3,0,73,22,25,21,15,3,6,7,12,0,110,70,25,448,28,19,23,85,86,6,790,0,0,8,3,0,3,10,5,0,29,0,3,10,0,0,0,13,4,0,37,0,0,5,3,0,0,0,3,0,15,0,0,8,0,0,3,10,5,3,36,147,151,533,79,42,52,127,132,17,1272,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0
UCL515001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,3,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,11,0,32,0,0,0,6,10,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,18,14,37,9,8,10,7,19,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL515002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,4,9,0,0,0,0,0,0,14,5,4,81,3,8,0,12,14,0,130,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,11,16,21,95,3,13,4,16,22,5,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL515003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,11,5,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,4,0,3,0,0,0,0,0,10,11,3,63,4,0,0,15,7,0,104,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,27,28,74,4,0,4,20,16,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL515004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,8,0,3,3,0,0,0,3,0,0,15,7,5,90,4,7,7,24,15,3,166,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,12,22,43,106,11,6,11,32,26,8,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL515005,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,0,0,0,0,16,6,3,3,0,3,0,0,0,0,13,12,3,85,8,0,3,20,31,4,159,0,0,0,0,0,0,0,3,0,9,3,0,0,0,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,10,28,26,102,13,9,3,32,39,4,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL515006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,40,9,6,0,0,3,3,0,73,0,0,0,0,0,0,0,0,0,0,6,7,5,3,0,0,0,0,0,29,9,4,6,6,3,3,0,6,0,39,42,7,140,15,5,13,33,37,3,305,0,0,3,3,0,0,3,8,0,18,3,10,3,3,4,0,0,4,0,21,3,0,3,0,0,0,0,0,0,6,0,3,10,4,0,0,4,10,6,37,74,73,178,46,20,21,50,68,11,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3
UCL515007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,26,7,3,3,3,0,5,0,53,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,11,5,3,7,0,0,0,0,0,0,10,27,4,87,0,0,0,7,29,8,156,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,46,40,106,6,7,5,17,40,8,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
