UCL_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
UCL613002,3,19,0,6,0,0,0,0,0,34,3,10,0,0,4,0,0,0,0,19,27,287,4,13,20,8,0,3,0,363,0,0,0,0,0,0,0,0,0,0,10,23,7,21,11,3,0,3,0,84,13,25,11,62,43,7,0,8,0,176,25,21,59,168,101,43,3,39,3,466,3,0,11,13,15,18,0,10,0,69,6,0,0,25,25,10,0,11,0,71,0,4,3,3,0,0,0,0,0,8,0,3,3,15,10,6,0,9,6,50,94,445,95,339,225,93,10,81,11,1390,0,4,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,14,16,55,0,3,3,3,0,3,0,79,0,3,0,0,0,0,0,0,0,3,4,30,0,14,3,0,0,0,0,52,5,20,0,0,7,0,0,0,0,37,57,416,12,21,25,12,0,7,3,552,0,3,0,0,0,0,0,0,0,0
UCL614001,0,7,0,7,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,8,0,39,0,9,8,0,0,0,0,56,0,0,0,0,0,0,0,0,0,3,5,16,0,11,5,0,0,0,0,26,9,9,3,18,9,3,0,0,0,56,16,9,29,89,39,17,0,18,0,227,0,0,4,15,9,9,0,3,0,46,3,0,0,20,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,5,7,0,0,3,3,23,38,93,32,184,80,41,7,27,9,507,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,14,0,7,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,6,4,54,3,15,4,0,0,0,0,92,0,0,0,0,0,0,0,0,0,3
UCL614002,0,13,0,3,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,6,10,83,0,5,0,3,0,0,0,105,0,0,0,0,0,0,0,0,0,0,6,8,3,12,4,3,0,0,0,37,5,16,3,29,15,3,0,3,0,71,15,4,22,64,32,24,0,9,0,178,0,0,0,10,4,14,0,0,3,33,0,0,0,19,11,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,6,3,0,4,3,4,0,0,0,21,42,145,26,146,76,56,3,18,11,531,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,5,8,0,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,3,13,0,3,0,0,0,0,0,22,3,6,0,0,0,0,0,0,0,10,22,125,7,11,3,3,0,0,3,173,0,0,0,3,0,0,0,0,0,3
UCL615001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,0,0,0,0,12,0,0,0,15,3,0,0,0,0,26,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,12,4,20,7,3,0,12,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
UCL615002,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,3,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,3,3,6,8,0,0,0,0,20,0,4,4,11,7,5,0,3,0,34,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,10,9,22,10,28,21,11,3,10,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,17,3,3,4,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0
UCL615003,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,27,0,6,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,12,3,3,3,8,4,0,0,0,0,21,3,5,11,7,5,7,0,0,0,40,0,0,0,3,0,3,0,3,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,11,40,10,39,18,13,0,9,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,35,0,6,3,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
UCL615004,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,43,3,5,3,0,4,4,0,62,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,11,3,3,0,11,3,0,0,0,0,23,10,3,10,28,12,12,0,9,0,89,0,0,0,0,4,0,0,0,0,6,0,0,0,7,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,4,4,18,23,61,16,58,37,18,4,18,4,245,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,15,57,8,10,8,0,3,5,3,99,0,0,0,0,0,0,0,0,0,0
UCL615005,0,11,0,3,3,0,0,0,0,12,0,4,0,0,0,0,0,0,0,4,12,104,0,9,15,3,0,3,0,150,3,0,0,0,0,0,0,0,0,3,9,9,0,9,6,3,0,0,0,39,14,13,5,29,24,9,0,3,0,95,15,13,28,66,55,26,3,8,3,224,0,0,0,10,8,6,0,0,0,28,0,0,0,18,11,10,0,0,0,38,0,0,0,0,0,4,0,0,0,5,0,3,0,6,0,3,0,0,0,16,60,175,37,159,130,69,3,25,3,666,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,20,8,30,3,4,4,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,3,13,0,5,3,0,0,0,0,19,0,4,0,3,0,0,0,0,0,6,36,148,8,16,24,7,4,3,4,251,3,3,0,0,0,0,0,0,0,3
UCL615006,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,20,0,3,8,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,7,3,0,0,0,12,9,3,7,22,11,0,0,0,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,6,17,46,11,26,29,7,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,5,35,0,3,6,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
UCL615007,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,26,0,0,3,0,0,7,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,3,0,14,7,3,0,0,0,23,4,7,9,49,27,12,0,10,0,113,0,0,3,3,0,6,0,4,0,13,0,3,0,8,4,3,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,5,0,4,0,22,13,50,21,78,47,25,4,21,0,258,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,11,36,0,3,8,0,3,7,0,63,0,0,0,0,0,0,0,0,0,0
UCL615008,0,10,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,55,0,7,3,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,15,3,13,3,13,10,3,0,0,0,38,11,9,15,31,33,9,0,3,0,103,0,0,0,11,13,0,0,0,0,27,0,0,0,6,0,4,0,0,0,20,0,0,0,0,3,3,0,0,0,6,0,0,0,3,3,0,0,0,0,8,12,90,24,70,68,21,3,8,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,6,9,71,0,9,4,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0
UCL615009,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,20,0,8,3,0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,0,9,4,0,0,5,4,0,0,3,0,23,0,0,8,17,9,3,0,0,0,48,0,0,0,3,3,0,0,0,0,5,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,10,17,39,8,43,31,8,0,16,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,33,3,8,3,0,0,9,0,76,0,0,0,0,0,0,0,0,0,0
UCL615010,0,5,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,62,0,3,3,5,0,0,0,80,0,0,0,3,0,0,0,0,0,3,0,4,0,3,9,0,0,0,0,16,5,7,0,19,3,0,0,4,0,41,7,9,28,56,15,9,0,8,0,144,0,3,0,12,3,4,0,4,0,23,0,0,0,6,3,0,0,3,0,18,0,0,0,0,4,0,0,0,0,8,0,0,0,4,4,3,0,5,3,22,31,97,31,110,38,27,0,24,3,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,84,0,4,3,5,0,0,0,112,0,0,0,3,0,0,0,0,0,3
UCL615011,0,5,0,0,4,0,0,0,0,10,0,8,0,0,0,0,0,0,0,9,11,103,0,9,10,5,0,3,0,143,0,0,0,0,0,0,0,0,0,0,4,6,7,5,4,0,0,0,0,20,7,9,0,17,23,3,0,0,0,58,8,4,14,46,33,11,0,5,0,123,0,0,0,0,10,5,0,0,0,21,0,3,0,8,11,3,0,0,0,24,0,0,0,3,4,0,0,0,0,4,4,4,0,5,7,4,0,3,3,22,25,154,28,94,103,36,0,16,4,456,0,0,0,0,0,0,0,0,0,3,0,10,0,0,3,0,0,0,0,12,3,24,0,0,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,10,0,0,4,0,0,0,0,20,0,10,0,0,0,0,0,0,0,9,21,154,3,12,10,10,0,3,0,219,0,0,0,0,0,0,0,0,0,0
UCL615012,3,7,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,3,54,0,0,5,3,0,7,0,76,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,10,0,4,3,9,9,0,0,3,0,31,4,8,12,38,28,11,0,11,0,107,0,0,0,7,11,4,0,5,0,21,0,0,0,14,4,3,0,3,0,25,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,3,0,0,3,16,19,90,13,79,70,27,0,21,3,331,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,3,10,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,3,14,74,3,0,6,4,0,6,0,118,0,0,0,3,0,0,0,0,0,3
UCL615013,0,10,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,9,43,0,15,13,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,0,0,19,7,6,3,14,16,10,0,0,0,59,7,4,14,40,27,6,0,3,0,99,0,0,0,5,14,5,0,3,0,29,3,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,10,31,78,25,83,86,21,0,15,6,339,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,11,0,11,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,6,17,71,0,15,14,4,3,4,4,133,0,0,0,0,0,0,0,0,0,0
UCL615014,3,3,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,45,0,8,6,3,0,0,0,77,0,0,0,0,0,0,0,0,0,0,3,4,0,3,12,0,0,0,0,17,8,10,4,16,19,5,0,0,0,67,14,13,24,45,31,5,3,10,3,144,0,0,0,5,9,6,0,3,0,24,5,0,0,3,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,14,41,101,32,90,89,25,8,22,3,397,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,25,3,0,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,3,6,0,7,0,0,0,0,0,17,3,4,0,0,0,0,0,0,0,7,18,75,3,7,15,7,4,0,0,133,0,0,0,0,0,0,0,0,0,0
UCL615015,0,4,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,13,74,3,12,7,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,6,3,3,5,0,0,3,0,24,3,4,0,15,13,0,0,0,0,38,9,8,10,37,34,9,0,5,0,110,0,0,0,8,3,0,0,0,3,16,0,3,0,6,6,4,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,6,0,5,0,17,27,126,21,83,83,25,3,13,3,389,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,18,0,3,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,20,121,4,11,13,3,0,0,0,164,0,0,0,0,0,0,0,0,0,0
UCL615016,0,5,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,5,7,46,3,5,5,3,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,0,6,0,7,14,0,0,4,0,34,11,3,17,39,31,9,0,10,0,122,0,0,0,8,0,4,0,0,0,16,0,0,0,4,8,0,0,3,0,17,0,0,0,0,0,3,0,0,0,4,0,0,3,0,4,0,0,0,0,11,27,76,25,75,73,24,0,14,3,319,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,5,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,3,0,0,3,0,0,0,0,7,8,64,3,11,4,3,0,0,0,98,0,0,0,0,0,0,0,0,0,0
UCL615017,0,8,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,7,8,80,0,4,3,4,0,3,3,104,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,3,0,20,5,10,0,21,7,8,0,4,0,46,6,5,18,39,16,23,0,8,0,126,0,0,0,3,3,3,0,0,0,17,0,0,0,3,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,3,0,0,0,15,32,136,19,77,36,44,0,20,3,369,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,20,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,3,6,0,0,0,0,0,0,0,13,30,122,10,5,8,4,0,4,3,179,0,0,0,0,0,0,0,0,0,4
UCL615018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,13,0,0,0,8,0,0,0,0,0,9,0,4,0,12,10,3,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,19,0,30,14,12,0,5,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0
UCL615019,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,26,0,3,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,3,7,0,0,0,0,0,13,5,3,9,15,5,3,0,3,0,48,0,0,0,3,3,0,0,0,0,8,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,14,38,12,41,20,7,0,13,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,35,0,3,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
UCL615020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,10,0,3,0,6,0,3,0,0,0,12,3,3,3,19,10,13,0,4,0,51,4,0,0,3,0,5,0,3,0,14,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,3,0,20,14,39,5,34,22,23,0,14,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,30,0,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3
UCL615021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,3,0,0,0,0,0,11,3,0,7,7,8,0,0,0,0,26,0,0,0,0,0,3,0,0,0,7,0,0,0,5,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,14,24,10,19,16,7,0,7,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,16,4,0,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
UCL615022,0,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,41,0,3,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,5,3,0,11,4,0,0,0,0,21,3,6,4,10,6,0,0,0,3,40,8,5,13,45,29,8,0,21,0,126,3,0,0,12,5,3,0,7,0,24,0,0,0,8,3,4,0,0,0,23,0,0,0,0,0,0,0,0,0,4,3,0,4,3,6,4,3,4,0,27,30,70,17,87,56,27,8,43,5,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,54,0,3,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
