UCL_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL421041,0,0,3,3,0,3,3,3,0,20,0,4,0,3,4,3,0,3,0,15,3,3,6,3,6,3,0,3,0,27,14,13,13,6,8,4,3,7,0,68,11,4,16,9,13,4,6,16,0,79,7,6,0,0,3,0,3,5,0,39,3,3,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,49,24,30,24,17,31,4,261
UCL421042,0,0,4,3,0,0,0,3,0,16,0,3,3,0,7,4,0,10,0,27,0,9,7,4,7,8,0,6,0,44,11,8,8,4,5,8,4,7,0,53,10,7,7,3,5,4,7,12,0,55,11,8,10,7,5,9,7,4,0,59,6,0,5,0,0,0,3,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,40,41,21,29,28,23,42,0,273
UCL421043,0,0,0,4,0,4,0,0,0,12,0,0,8,0,0,3,0,3,0,17,0,3,10,5,3,0,4,10,0,38,4,0,10,7,0,0,0,10,0,34,5,6,9,9,9,6,5,4,0,60,3,8,10,10,5,7,0,10,0,53,3,3,0,0,3,0,0,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,23,46,30,20,23,11,44,3,226
UCL421044,0,0,3,0,0,0,0,4,0,11,3,0,3,9,0,3,0,3,0,17,3,10,13,4,0,3,3,8,0,41,6,6,8,6,3,9,4,7,0,44,10,8,4,3,3,4,5,11,0,54,3,7,10,4,8,0,0,15,0,53,4,0,0,3,0,6,0,4,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,30,41,32,19,30,14,44,5,237
UCL422001,0,0,0,3,0,3,0,3,0,12,0,0,3,0,0,4,0,0,0,10,0,0,6,7,0,6,4,5,0,29,0,3,10,6,4,4,3,6,0,25,0,0,6,7,3,3,4,3,0,19,0,0,0,4,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,26,22,3,15,17,21,0,110
UCL422002,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,5,3,6,0,6,3,0,0,7,0,29,3,4,0,3,0,0,0,4,0,11,6,10,0,10,0,0,0,0,0,22,3,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,0,20,5,3,0,7,0,88
UCL422003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,11,4,0,3,0,0,0,0,0,0,11,4,0,3,6,0,4,0,0,0,14,3,4,3,3,0,0,0,0,0,16,0,3,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,12,16,4,6,5,7,0,64
UCL422004,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,3,0,3,0,0,6,3,0,20,0,0,3,4,3,0,9,3,0,21,3,4,6,3,4,4,11,3,0,39,3,3,11,3,3,3,4,0,0,31,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,26,13,8,6,26,12,4,116
UCL422005,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,9,6,5,0,0,0,0,0,5,0,20,3,0,3,0,0,0,0,8,0,19,3,0,4,9,0,4,3,6,0,29,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,20,12,9,3,8,20,0,101
UCL422006,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,3,0,9,7,8,8,3,3,3,4,0,0,29,13,3,5,4,0,0,0,8,0,26,3,11,3,6,3,4,4,15,0,52,10,9,8,3,5,3,6,7,0,50,0,3,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,30,26,21,18,17,11,35,0,186
UCL422007,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,4,6,3,3,0,0,12,0,33,10,7,8,4,3,0,0,9,0,36,4,3,4,0,3,0,3,10,0,27,16,3,3,7,8,0,0,10,0,41,5,0,0,0,0,3,0,0,0,14,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,18,23,17,13,9,10,37,4,174
UCL422008,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,7,3,0,8,3,0,3,0,3,0,25,0,0,3,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,4,3,3,3,14,4,64
UCL422009,0,0,3,0,0,3,0,4,0,10,0,0,4,3,0,0,0,9,0,20,4,3,8,11,3,0,9,4,0,45,4,7,4,3,4,3,4,11,0,38,11,3,0,9,5,6,3,10,0,42,5,3,0,5,3,4,3,9,0,33,0,0,0,0,0,0,6,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,20,26,29,22,14,28,45,3,207
UCL422010,0,0,0,3,0,0,0,5,0,11,0,0,0,4,0,0,0,0,0,9,0,3,0,4,3,0,0,0,0,10,0,3,3,3,0,0,0,0,0,12,4,10,4,7,4,0,0,7,0,34,4,6,0,0,0,0,4,4,0,20,3,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,20,18,9,15,8,3,11,16,8,109
UCL422011,0,0,0,3,0,5,0,0,0,11,0,0,9,0,0,0,0,0,0,10,3,3,5,3,3,3,0,0,0,17,4,6,4,0,3,3,0,5,0,31,11,6,3,6,8,4,0,4,0,45,10,9,3,9,8,0,5,0,0,43,0,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,28,23,28,15,8,8,4,171
UCL422012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,8,0,3,3,3,3,0,0,0,0,20,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,3,0,4,0,17,7,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,5,6,4,3,18,3,62
UCL422013,0,0,0,0,0,3,0,3,0,10,0,0,3,0,0,4,0,3,0,12,3,7,5,10,5,4,10,0,0,48,4,9,10,5,7,6,6,4,0,48,3,9,8,8,4,3,3,14,0,43,3,4,12,5,3,0,3,10,0,44,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,28,40,33,21,17,25,35,3,214
UCL422014,0,0,0,0,0,6,0,7,3,17,0,3,5,3,0,0,0,3,0,16,0,8,8,0,4,0,0,0,0,27,4,12,7,3,7,4,5,4,3,50,11,7,3,9,7,3,5,0,0,44,7,3,4,0,5,0,0,3,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,28,18,24,16,14,23,5,181
UCL422015,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,14,0,4,0,3,0,4,0,0,0,10,7,0,3,0,4,0,5,4,0,30,10,4,3,3,7,5,3,0,0,32,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,15,15,10,20,14,10,8,0,110
UCL422016,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,7,0,0,0,3,0,3,0,8,0,7,0,0,0,0,0,0,0,0,0,7,6,3,0,6,0,7,7,3,0,30,0,4,3,7,0,0,3,3,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,6,16,4,8,8,15,0,87
UCL422017,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,9,3,4,3,3,0,0,0,0,0,17,0,0,0,5,0,3,3,3,0,16,3,0,8,9,6,0,3,6,0,30,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,16,5,9,7,23,0,87
UCL422018,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,11,0,0,3,3,0,3,0,0,0,7,3,0,0,0,0,3,0,0,0,14,3,0,3,0,0,0,4,0,0,10,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,10,3,5,3,8,0,55
UCL422019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,4,0,12,3,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,3,0,6,0,0,3,3,0,0,0,3,0,17,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,14,6,3,7,10,15,0,66
UCL422020,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,9,3,0,0,0,0,0,3,4,0,16,5,0,0,0,3,0,3,0,0,14,0,0,5,7,3,0,0,3,0,15,0,0,5,4,0,7,4,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,17,12,8,12,9,10,0,75
UCL422021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,0,0,0,12,0,5,3,0,0,0,0,7,0,23,9,0,0,0,0,0,5,9,0,27,3,5,8,6,4,0,3,6,0,35,0,0,3,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,21,16,13,0,9,20,3,109
UCL422022,0,0,0,0,0,0,0,3,0,6,0,0,4,3,0,0,0,0,0,8,3,4,12,3,3,0,0,3,0,27,4,5,3,4,3,0,3,0,0,30,6,3,3,4,8,0,0,3,0,34,5,6,0,3,0,0,0,6,0,31,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,22,21,16,4,4,19,0,132
UCL422023,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,3,0,14,0,3,3,3,3,0,0,0,0,13,0,3,6,0,3,0,3,3,0,21,3,3,5,4,7,0,0,4,0,21,8,3,4,0,6,0,0,3,0,21,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,17,18,11,6,9,11,3,112
UCL422024,0,0,3,3,0,9,0,4,0,21,0,7,5,8,3,9,0,4,0,34,0,7,3,3,6,3,0,0,0,19,8,14,3,0,8,0,3,0,0,45,17,18,14,9,15,3,8,3,0,85,8,10,12,8,13,4,0,6,3,67,3,6,0,0,0,0,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,62,48,35,45,26,15,23,3,288
UCL422025,0,0,0,0,0,0,0,0,0,5,0,3,0,9,0,0,0,0,0,12,0,5,3,5,0,0,0,0,0,10,0,3,0,6,3,0,0,0,0,13,0,4,0,5,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,3,17,5,0,0,6,0,70
UCL422026,0,0,0,0,0,3,0,0,0,5,0,0,7,0,0,0,0,0,0,6,0,7,0,0,0,0,3,3,0,14,4,0,0,0,0,0,0,0,0,11,9,0,3,3,0,3,3,9,0,32,0,0,3,3,8,0,7,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,14,8,8,5,9,20,0,91
UCL422027,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,8,0,3,0,3,0,0,0,3,0,14,3,7,0,3,0,0,0,0,0,18,0,4,0,0,0,3,0,3,0,8,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,16,3,3,0,6,0,55
UCL422028,0,0,0,0,0,0,0,3,0,8,3,0,3,0,0,0,0,3,0,14,3,3,5,3,0,0,0,3,0,16,4,0,0,4,0,0,0,4,0,17,6,0,3,7,3,0,3,0,0,24,6,3,3,4,0,5,0,3,0,25,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,15,18,20,4,12,9,12,0,110
UCL422029,0,0,3,3,0,3,0,3,0,12,0,0,9,3,0,0,0,7,0,21,0,8,11,7,13,3,4,0,0,44,9,4,6,4,3,5,6,3,0,38,8,7,4,5,10,3,7,4,0,48,4,4,8,0,6,0,0,3,0,33,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,44,28,34,13,13,20,0,204
UCL422030,0,0,0,3,0,4,0,0,0,10,0,0,4,3,0,3,0,0,0,21,6,4,7,8,4,4,4,4,0,44,9,15,4,4,7,5,6,0,0,42,0,3,10,6,0,3,8,11,0,41,9,7,6,3,0,3,4,4,0,42,8,3,3,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,35,30,15,19,24,24,3,214
UCL422031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,8,3,3,0,4,0,4,0,20,3,0,3,3,0,0,6,0,0,21,5,4,8,3,3,3,5,5,0,35,0,0,9,4,0,0,0,5,0,22,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,16,11,8,9,13,19,0,106
UCL422032,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,7,3,0,3,3,0,0,3,0,0,13,4,0,3,0,0,0,0,4,0,9,3,0,3,10,3,0,3,0,0,15,8,3,3,4,0,4,8,3,0,35,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,20,22,7,13,15,14,0,96
UCL422033,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,11,7,5,0,8,0,0,0,3,0,20,0,3,0,4,0,0,0,4,0,12,3,3,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,17,3,0,0,8,0,66
UCL422034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,5,3,14,0,0,0,3,0,0,0,3,0,12,6,3,4,3,4,8,0,3,0,32,7,0,4,3,0,0,3,7,0,28,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,12,15,9,13,3,22,0,98
UCL422035,0,0,5,0,0,4,0,3,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,6,3,3,0,18,0,3,3,0,0,3,6,9,0,31,0,0,3,4,0,0,5,8,0,23,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,4,5,13,18,34,0,98
UCL422036,0,0,0,0,0,0,0,3,0,5,0,0,3,3,0,5,0,0,0,11,4,0,4,7,0,3,3,0,0,25,3,13,3,3,0,0,4,3,0,34,5,11,10,3,4,4,3,3,0,43,3,8,4,0,3,0,7,3,0,28,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,26,15,12,13,11,20,0,153
UCL422037,0,0,0,4,0,3,0,4,0,15,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,9,0,3,10,0,4,0,7,3,0,28,3,10,3,7,5,0,17,3,0,47,7,5,4,3,0,0,7,3,0,25,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,30,10,15,3,33,10,0,143
UCL422038,0,0,4,0,0,5,0,3,0,14,0,0,4,0,0,0,0,0,0,7,4,4,5,0,4,4,0,3,0,26,8,4,9,0,0,4,0,3,0,28,18,11,9,3,3,3,3,10,0,55,7,3,3,4,3,3,6,3,0,34,3,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,43,27,32,7,16,16,14,26,4,182
UCL422039,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,12,6,4,10,11,3,10,3,7,0,50,4,3,3,3,3,5,5,8,0,33,0,5,6,3,8,0,6,6,0,37,10,6,0,9,3,4,3,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,26,24,17,28,17,21,0,171
UCL422040,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,3,8,6,0,0,4,10,0,32,3,0,7,0,7,0,7,13,0,35,3,0,0,0,4,0,9,12,3,32,0,9,0,0,4,4,7,7,0,34,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,14,14,15,12,34,45,3,157
UCL422041,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,8,5,3,5,3,5,0,0,33,0,3,8,0,4,0,5,3,0,29,0,3,3,0,0,0,4,3,0,19,0,0,3,9,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,14,14,6,19,16,0,107
UCL422042,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,7,0,0,3,3,3,0,0,4,0,13,0,0,3,3,5,0,4,3,0,19,3,0,3,0,3,0,4,3,0,17,3,3,0,0,0,0,3,4,0,14,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,15,12,7,3,10,18,0,90
UCL422043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,3,4,0,0,0,3,0,8,0,0,3,0,0,0,0,6,0,14,0,0,3,0,4,0,5,4,0,19,3,0,0,3,0,3,0,0,0,19,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,16,10,4,5,8,20,0,81
UCL422044,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,5,3,0,0,0,3,3,0,3,0,23,6,7,7,0,0,0,3,3,0,23,3,0,0,3,3,3,0,3,0,21,7,0,3,6,3,0,0,0,0,17,8,0,3,0,0,3,0,5,0,17,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,10,16,20,12,15,5,18,0,121
UCL422045,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,3,4,0,18,0,3,4,0,3,0,0,3,0,17,5,3,10,0,5,0,4,3,0,25,4,8,3,5,4,4,4,3,0,33,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,10,14,6,12,14,0,111
UCL422046,0,3,0,0,0,0,0,0,0,8,3,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,15,0,0,3,0,0,0,0,4,0,9,3,0,4,5,4,0,4,7,0,26,0,4,5,0,0,0,8,5,0,31,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,20,13,8,0,21,17,3,107
UCL422047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,3,6,0,16,6,0,4,0,0,0,3,4,0,17,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,7,5,7,5,11,0,55
UCL422048,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,0,6,0,12,4,0,5,6,3,3,0,4,0,22,3,7,0,3,3,0,3,7,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,6,7,0,6,25,4,74
UCL422049,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,3,0,4,3,3,0,0,0,0,14,4,0,0,7,3,0,0,0,0,16,7,7,0,4,0,4,0,4,0,33,9,3,4,3,10,3,3,7,0,42,3,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,19,17,12,11,3,18,3,131
UCL422050,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,6,12,0,8,0,0,0,3,4,25,0,3,0,10,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,16,3,7,3,4,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,3,30,0,0,0,3,3,86
UCL422051,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,3,4,0,7,0,0,3,0,0,0,0,7,0,16,0,0,3,3,4,0,0,0,0,17,0,3,8,7,0,0,0,7,0,33,10,4,3,6,6,0,4,10,0,39,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19,16,11,10,10,27,0,115
UCL422052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,0,3,0,0,0,0,0,0,17,3,0,3,0,0,4,0,4,0,10,11,3,0,3,3,0,0,4,0,26,13,5,3,0,3,0,4,5,0,39,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,17,6,11,4,7,21,0,110
UCL422053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,0,6,5,0,18,0,0,3,0,0,0,0,3,0,13,7,0,0,6,0,0,4,6,0,21,4,0,0,5,0,3,4,9,0,29,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,23,9,4,20,27,0,100
UCL422054,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,10,3,5,0,0,3,0,0,4,0,16,0,0,3,0,0,0,0,12,0,14,5,3,3,0,9,0,0,10,0,31,5,0,4,4,3,4,0,4,0,26,7,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,7,23,7,16,9,3,35,0,124
UCL422055,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,4,0,0,3,4,0,0,3,3,0,15,4,3,3,4,3,0,0,3,0,21,3,0,0,0,3,0,3,3,0,19,3,3,3,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,7,5,6,3,14,17,3,79
UCL422056,0,0,3,0,0,3,0,0,0,7,0,0,6,0,0,3,0,3,0,9,3,0,0,4,0,3,3,4,0,20,8,5,4,4,6,3,0,12,0,41,3,7,12,6,7,0,5,5,3,46,3,3,10,3,0,4,3,4,0,30,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,35,16,11,19,12,28,7,164
UCL422057,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,9,0,12,0,0,0,0,3,0,0,3,0,9,0,3,0,5,3,0,3,3,0,13,6,0,0,4,0,0,4,3,0,18,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,7,10,8,6,6,16,3,70
