UCL_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
UCL322140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
UCL322141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,0,0,3,0,4,0,0,5
UCL322142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0
UCL322143,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,11,3,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,8,4,0,0,0,0,23,0,0,0,0,0,0,0,3
UCL331777,134,264,226,171,268,33,21,1115,32,91,71,45,56,7,3,315,4,13,14,10,4,3,0,40,10,10,5,6,11,3,0,51,182,379,321,237,341,41,24,1520,17,42,37,28,21,0,3,159,0,19,10,11,7,0,0,44,17,64,50,39,31,3,3,201,196,440,365,276,371,45,23,1721,99,197,128,105,111,14,8,656,6,11,4,5,4,0,0,39,307,649,499,387,486,64,28,2421,210,445,439,330,485,74,33,2016,385,966,683,441,518,65,33,3090,55,44,24,17,28,4,0,170,21,40,28,19,31,0,0,148,675,1502,1180,798,1056,148,67,5432,60,148,83,53,67,4,6,426,92,163,71,66,51,5,0,451,151,307,156,123,120,10,7,873,822,1809,1336,925,1177,162,76,6309,1467,1371,727,428,425,49,15,4489,21,26,18,9,14,0,0,93,2310,3207,2085,1361,1615,215,90,10888,345,707,670,500,745,109,51,3133
UCL379997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL399994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL401001,286,669,569,458,804,381,205,3362,124,256,197,154,221,89,52,1093,15,32,10,9,16,3,8,92,18,15,14,15,13,7,3,90,435,970,793,639,1051,480,270,4632,45,100,63,47,64,32,18,371,18,44,42,26,24,13,4,169,60,144,99,76,85,43,22,541,495,1119,891,710,1136,526,297,5173,254,414,309,257,335,134,82,1772,23,31,13,8,0,0,0,73,768,1559,1220,974,1476,652,372,7023,722,1763,1491,1235,2314,1237,689,9452,1871,3591,2428,1705,2353,950,507,13405,293,169,110,68,125,49,38,847,57,82,57,36,51,25,10,332,2946,5607,4084,3044,4838,2267,1248,24034,184,473,256,204,245,108,40,1504,381,669,371,197,231,85,37,1961,568,1142,628,393,478,193,76,3470,3510,6748,4712,3441,5319,2462,1319,27500,5407,4936,2511,1703,1971,825,451,17814,97,115,67,42,33,14,9,377,9018,11804,7287,5181,7323,3298,1776,45693,1003,2429,2061,1694,3116,1620,900,12817
UCL412001,12,21,17,9,27,10,5,98,0,8,5,3,0,0,0,16,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,16,30,23,17,30,10,5,128,0,3,3,3,4,0,0,13,0,3,7,0,0,0,0,10,0,7,7,0,4,0,0,21,16,36,28,20,35,10,5,148,5,3,0,6,9,3,0,27,0,0,0,0,0,0,0,0,26,36,30,22,42,11,5,169,15,56,43,34,69,21,8,251,57,111,83,54,79,26,9,424,7,3,3,4,9,3,3,34,0,9,7,0,0,0,0,11,85,173,138,91,155,50,26,721,13,18,10,9,19,3,0,67,17,19,16,4,3,0,0,52,27,28,26,13,17,3,0,118,112,205,160,103,173,53,26,837,180,152,64,46,54,12,3,505,0,3,0,0,0,0,0,4,292,356,228,153,231,67,26,1348,31,81,53,43,94,33,17,351
UCL412002,8,21,20,18,24,3,0,99,0,9,12,5,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,25,25,26,7,3,126,3,3,5,3,3,0,0,20,0,0,0,0,0,0,0,0,3,8,5,3,3,0,0,18,15,37,33,27,31,7,3,145,7,15,10,8,13,0,0,48,0,4,0,0,0,0,0,3,19,55,40,33,40,5,3,200,13,40,45,40,60,9,5,198,64,152,84,72,70,13,7,455,8,3,0,0,3,0,0,22,3,6,0,0,3,0,0,13,88,194,126,109,137,17,11,685,3,12,9,9,3,4,0,48,14,12,13,3,5,0,0,49,21,29,18,17,13,9,0,96,109,227,145,122,146,26,15,784,186,138,79,57,50,9,3,520,11,3,4,3,0,0,0,20,304,368,219,184,196,37,15,1324,18,61,58,55,83,9,5,300
UCL412003,15,12,11,6,18,3,0,63,4,5,10,4,7,0,0,29,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,17,18,23,16,24,3,0,101,3,6,0,4,13,0,0,20,4,3,7,0,0,0,0,15,4,9,4,3,12,0,0,37,22,30,24,19,38,3,3,138,11,12,13,10,6,0,0,48,3,0,0,0,0,0,0,4,33,43,43,28,44,3,3,195,13,32,34,21,36,0,0,140,67,87,60,24,55,6,0,300,9,3,0,3,0,0,0,17,0,3,0,0,4,0,0,7,88,128,93,52,100,13,3,469,8,20,16,3,10,0,0,62,13,23,9,8,7,0,0,55,28,40,33,12,12,0,0,124,112,164,125,68,118,12,3,589,236,169,101,55,45,7,0,621,3,16,9,3,0,0,0,27,354,349,235,122,158,17,4,1242,26,46,40,31,53,3,3,212
UCL413001,4,3,11,7,11,4,4,45,0,5,3,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,8,17,8,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,4,9,17,8,17,8,11,70,0,8,4,0,3,0,0,15,0,0,0,0,0,0,0,0,10,18,24,8,14,7,11,88,4,19,17,15,24,10,11,102,5,33,29,23,34,9,6,141,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,49,47,43,53,15,24,252,0,0,6,0,0,0,0,4,0,5,6,0,0,0,0,11,0,4,6,0,3,0,0,21,19,58,56,45,60,15,24,267,10,20,0,4,6,3,0,48,0,0,0,0,0,0,0,0,28,71,61,47,61,20,25,318,4,21,26,24,34,15,21,145
UCL413002,4,22,11,13,18,4,0,71,0,3,0,3,4,0,0,18,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,11,24,14,17,23,8,0,91,3,5,0,0,0,0,0,5,0,0,0,0,4,0,0,3,3,5,0,0,4,0,0,9,10,24,15,18,25,6,0,100,5,3,3,0,3,0,0,18,0,0,0,0,0,0,0,0,19,30,14,18,25,7,0,119,3,24,24,24,42,12,5,137,34,85,59,44,71,25,3,316,5,0,0,3,0,0,0,9,0,0,0,0,3,0,0,3,42,111,82,67,120,44,10,473,0,0,4,3,0,0,0,6,7,3,5,3,4,4,3,24,7,4,9,7,4,4,3,31,47,112,90,73,122,47,18,502,70,71,48,28,30,13,4,264,4,0,0,0,0,0,0,4,118,182,136,101,152,52,17,768,7,45,35,35,60,16,8,208
UCL413003,0,5,11,8,5,3,0,36,0,3,3,3,0,0,0,14,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,8,10,5,10,3,0,48,0,0,5,0,11,0,0,15,0,0,0,0,0,0,0,3,0,0,6,3,6,0,0,21,3,12,16,8,20,3,0,68,8,22,4,7,3,4,0,44,0,0,0,0,0,0,0,0,14,33,24,12,26,4,0,108,7,32,14,20,31,5,3,116,37,83,50,30,44,12,0,259,7,3,0,0,3,0,0,20,0,4,3,0,0,0,0,10,50,119,72,53,77,20,5,395,10,13,13,9,8,0,0,52,12,19,15,0,12,4,0,56,25,37,23,9,12,7,0,109,78,156,100,54,90,23,9,509,151,132,59,34,41,7,0,430,0,5,0,0,0,0,0,12,229,292,157,94,140,32,9,944,13,37,24,26,40,8,3,151
UCL413004,3,4,7,3,10,0,0,31,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,10,6,11,3,0,50,0,3,8,0,0,0,0,17,0,4,3,0,0,0,0,8,0,11,6,0,3,0,0,22,7,25,18,6,15,3,0,71,5,17,10,10,6,0,0,51,0,0,0,0,0,0,0,0,15,42,30,18,21,3,0,121,9,27,9,17,27,4,0,101,32,41,33,15,22,8,0,145,12,6,3,0,0,0,0,14,3,4,0,0,0,0,0,10,55,76,44,32,49,11,0,269,3,6,6,7,7,0,0,27,6,16,4,3,0,0,0,32,8,20,13,9,6,0,0,56,63,99,57,40,61,11,0,329,137,137,68,37,11,4,0,397,8,7,3,5,0,0,0,21,208,238,130,77,73,18,0,744,16,33,17,16,34,10,0,130
UCL413005,0,6,8,7,11,0,0,38,0,3,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,12,0,0,47,3,3,0,3,3,0,0,12,0,0,0,0,0,0,0,3,3,4,3,3,3,0,0,10,3,13,9,11,19,0,0,61,4,11,3,3,6,0,0,23,0,4,0,0,0,0,0,3,10,24,19,14,19,3,0,87,3,22,24,20,44,3,3,120,32,49,42,31,35,3,0,198,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,39,73,69,50,85,6,3,323,0,10,0,0,0,0,0,10,7,8,5,4,3,0,0,31,7,20,9,4,3,0,0,42,49,93,75,55,90,6,5,370,89,80,37,21,19,8,0,256,0,0,0,0,0,0,0,3,141,172,117,78,105,18,5,625,3,30,32,26,52,7,3,153
UCL413006,4,10,9,7,16,3,0,41,3,8,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,12,8,19,3,0,63,0,3,0,3,3,0,0,11,0,0,0,3,0,0,0,3,0,3,0,5,6,0,0,16,3,21,10,9,25,3,0,76,16,12,9,7,7,0,0,59,0,0,0,0,0,0,0,0,22,35,24,20,34,5,0,137,7,12,18,13,34,4,3,92,24,59,37,33,45,8,0,208,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,27,79,53,50,86,16,3,314,3,10,7,3,0,0,0,24,12,13,18,9,6,0,0,60,20,17,23,13,11,0,0,84,50,100,79,60,92,16,3,397,114,100,53,55,44,5,3,372,4,0,0,0,3,0,0,5,164,204,129,116,141,18,7,782,11,21,24,15,50,12,3,131
UCL413007,0,0,4,6,7,0,0,17,0,6,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,13,0,0,40,0,5,3,0,0,0,0,9,0,5,0,0,0,0,0,6,0,6,3,0,0,0,0,12,3,14,6,12,11,0,0,52,3,9,6,4,3,0,0,26,0,0,0,0,0,0,0,0,10,21,13,15,11,4,0,76,3,14,12,12,16,9,0,65,21,65,52,39,33,7,3,217,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,5,21,77,64,47,49,11,3,292,0,3,0,0,4,0,0,10,5,10,3,0,0,0,0,17,3,12,6,4,4,0,0,28,31,92,69,55,55,11,3,319,70,68,40,12,30,3,0,220,0,3,0,0,0,0,0,3,97,161,112,68,88,20,3,543,3,10,16,12,26,8,0,85
UCL414001,3,0,3,0,3,0,0,12,0,0,3,3,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,3,0,3,21,3,0,4,0,3,0,0,18,0,0,0,0,0,0,0,0,4,4,10,7,11,3,3,40,3,9,11,6,8,0,0,42,10,25,13,5,10,0,0,61,3,6,0,0,0,0,0,10,0,0,0,0,3,0,0,3,13,35,22,14,24,4,3,121,0,0,3,3,0,0,0,4,0,0,5,0,3,0,0,11,0,0,6,3,3,0,0,15,17,39,32,19,31,4,3,135,21,28,14,11,3,3,0,86,7,3,3,0,0,0,0,7,39,64,51,34,31,6,4,229,4,9,14,7,13,0,0,53
UCL414002,0,3,3,4,12,3,0,19,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,14,3,0,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,8,8,3,14,3,0,31,6,6,0,6,8,0,0,31,12,26,13,13,10,6,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,19,20,19,3,0,110,0,0,0,3,0,0,0,7,0,4,0,3,0,0,0,5,0,3,0,3,0,0,0,8,13,34,21,26,19,3,0,118,17,22,11,4,8,0,0,65,0,0,0,0,0,0,0,0,29,59,34,31,24,10,0,188,4,12,6,7,19,4,0,47
UCL414003,0,3,5,7,6,0,0,24,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,7,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,10,4,7,11,5,15,0,0,36,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,7,7,10,16,3,0,45,3,11,14,15,15,0,0,57,7,18,10,3,13,0,4,68,3,5,0,0,3,0,0,19,0,0,0,0,0,0,0,3,16,34,31,20,34,4,3,144,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,8,0,7,0,0,3,0,0,11,16,41,32,17,38,4,3,148,16,21,8,5,8,6,0,73,0,0,0,0,0,0,0,0,31,66,36,31,51,11,3,224,5,14,18,17,20,4,0,81
UCL414004,3,0,6,9,8,0,0,24,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,6,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,6,10,0,0,36,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,6,9,6,8,3,0,40,0,11,8,6,16,6,0,48,3,20,18,19,14,11,3,77,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,27,23,23,33,13,5,130,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,3,0,0,3,0,0,10,8,31,22,29,35,13,5,140,23,19,13,11,9,5,0,82,0,0,0,0,0,0,0,3,29,46,35,37,49,14,5,225,5,11,12,12,19,10,0,72
UCL415001,0,0,0,4,4,3,0,13,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,0,18,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,5,6,3,0,20,0,0,5,6,5,0,0,23,6,13,3,0,7,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,9,8,10,3,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,7,6,18,9,8,10,4,0,58,6,12,7,3,3,0,0,29,0,0,0,0,0,0,0,0,13,30,17,10,16,4,0,87,0,5,10,8,12,3,0,28
UCL415002,0,3,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,9,0,0,0,0,3,0,0,12,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,8,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,0,0,3,0,3,0,0,9,5,8,6,4,10,3,0,30,7,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,5,8,12,4,9,3,0,47,0,3,3,7,3,0,0,22
