UCL_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL222097,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,15,8,0,0,17,3,0,3,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,25,3,0,3,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,25,3,0,3,32,0,0,32,7,0,0,0,10,3,0,3,12,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,35,5,0,5,43,3,0,42
UCL222098,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,29,8,0,0,42,0,0,0,42,0,0,42,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,8,0,0,53,0,0,0,53,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,0,0,53,0,0,0,53,0,0,53,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,58,8,0,0,66,0,0,0,66,0,0,68
UCL222099,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,10,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,17,0,0,0,17,0,0,0,17,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,3,0,19,13,0,0,4,10,0,0,0,10,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,24,0,0,0,24,9,0,40
UCL222100,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,32,4,0,0,32,0,0,0,32,3,0,40,3,0,0,0,9,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,51,4,0,0,60,0,0,0,57,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8,0,0,61,0,0,0,60,3,0,59,20,0,0,0,23,3,0,3,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,71,10,0,0,80,6,0,6,83,3,0,87
UCL222101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,5,4,0,0,0,4,0,0,0,4,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,8,0,17
UCL222102,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,4,0,0,0,3,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,14,0,0,0,14,0,0,9,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,4,7,0,3,17,0,0,0,17,0,0,17,11,0,0,0,11,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,3,25,0,0,0,28,0,0,29
UCL222103,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,28,3,0,0,33,0,0,0,33,0,0,33,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,43,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,43,0,0,0,43,0,0,43,8,8,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,48,11,0,0,53,0,0,0,53,0,0,53
UCL222104,0,0,0,0,0,0,0,0,19,0,0,0,23,0,0,0,23,0,0,23,19,8,0,0,29,0,0,0,29,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,0,0,52,0,0,0,52,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,42,6,0,0,52,0,0,0,52,4,0,55,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,66,6,0,0,71,0,0,0,71,4,0,79
UCL222105,0,0,0,0,0,0,0,0,6,3,0,0,13,0,0,0,13,0,0,13,23,3,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,32,0,0,0,32,0,0,32,11,0,0,0,11,0,0,0,11,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,47,0,0,0,47,3,0,50
UCL222106,0,0,0,0,0,0,0,0,24,3,0,0,29,0,0,0,29,3,0,32,46,3,0,0,50,0,0,0,50,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,0,0,72,0,0,0,72,6,0,81,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,4,67,4,0,0,72,4,0,4,78,6,0,86,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,69,4,0,0,81,4,0,4,85,6,0,91
UCL222107,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,38,3,3,0,41,0,0,0,41,0,0,41,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,44,3,3,0,53,0,0,0,53,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,42,3,3,0,55,0,0,0,55,0,0,57,26,7,0,0,32,3,0,3,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,75,8,3,0,88,4,0,4,95,0,0,91
UCL222108,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,3,0,0,3,14,10,0,0,24,3,0,3,29,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,0,27,3,0,3,29,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,0,27,3,0,3,29,0,0,36,13,0,3,0,17,0,0,0,19,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,30,10,3,0,44,3,0,3,47,3,0,53
UCL222109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,10,0,0,10,7,0,0,0,7,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,18,0,0,0,18,3,0,20
UCL222110,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,14,24,7,0,0,30,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,47,0,0,0,47,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,47,0,0,0,47,0,0,49,18,3,0,0,27,0,0,0,27,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,56,6,3,0,69,0,0,0,71,6,0,80
UCL222111,3,0,0,0,3,0,0,3,12,0,0,0,12,0,0,0,12,0,0,12,24,0,0,0,24,0,0,0,24,4,0,21,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,39,0,0,0,39,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,39,0,0,0,39,4,0,46,25,0,0,0,25,8,0,8,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,66,8,0,8,69,4,0,71
UCL222112,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,18,3,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,24,0,0,0,24,0,0,24,6,0,0,0,11,0,0,0,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,32,4,0,0,31,0,0,0,31,0,0,31
UCL222113,0,0,0,0,0,0,0,0,8,9,0,0,14,0,0,0,14,0,0,14,18,4,3,0,22,0,0,0,22,0,0,22,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,15,3,0,39,0,0,0,39,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,3,0,45,0,0,0,45,0,0,42,8,3,3,0,13,0,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,38,21,3,0,62,0,0,0,62,3,0,64
UCL222114,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,0,0,14,3,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,23,0,0,0,23,0,0,23
UCL222115,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,4,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,3,0,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,3,0,3,10,0,0,10,11,0,0,0,11,0,0,0,11,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,18,3,0,3,21,4,0,23
UCL222116,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,18,0,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,38,0,0,0,41,0,0,41,11,7,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,44,11,0,0,52,0,0,0,57,0,0,57
UCL222117,0,0,0,0,0,0,0,0,10,4,0,0,14,0,0,0,12,0,0,12,17,4,0,0,19,0,0,0,23,3,0,25,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,3,31,3,0,3,35,3,0,40,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,23,7,0,3,31,7,0,7,44,3,0,43,10,0,0,0,11,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,37,10,0,3,49,7,0,7,57,8,0,63
UCL222118,0,0,0,0,0,0,0,0,10,4,3,0,12,0,0,0,12,0,0,12,21,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,34,4,3,3,39,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,3,3,42,0,0,0,42,0,0,42,4,0,0,0,4,3,0,3,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,38,4,3,3,47,3,0,3,52,3,0,54
UCL222119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,16,0,0,0,16,3,0,22,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,0,28,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,0,28,5,0,31,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,49,0,0,0,49,5,0,54
UCL222120,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,10,0,0,10,7,3,0,0,10,0,0,0,10,0,0,10,5,0,0,0,5,3,0,3,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,25,3,0,3,23,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,7,19,4,0,0,23,3,0,3,25,10,0,36,3,0,0,0,6,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,31,3,0,3,33,13,0,43
UCL222121,0,0,0,0,0,0,0,0,3,3,3,0,10,0,0,0,10,0,0,10,4,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,17,0,0,0,17,0,0,17,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23,3,6,0,35,0,0,0,35,0,0,35
UCL222122,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,17,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,22,0,0,0,21,0,0,0,21,0,0,21,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,28,0,0,0,28,0,0,28
UCL231777,1013,11,5,10,1030,95,5,1130,15490,1582,224,117,17410,144,49,189,17599,822,29,18449,28146,3287,435,325,32194,242,55,298,32490,963,43,33499,1795,241,389,27,2462,24,0,24,2481,81,6,2569,410,37,10,464,929,3,4,11,937,44,17,1000,45847,5149,1062,932,52994,406,105,513,53507,1908,99,55510,275,47,7,6,337,65,0,65,403,52,0,459,722,93,19,11,841,75,15,91,931,40,3,968,998,148,19,16,1178,136,15,159,1337,96,3,1431,46840,5293,1085,949,54171,547,123,670,54840,2003,100,56943,11851,1664,366,472,14358,295,67,361,14717,1898,50,16664,186,18,21,37,256,4,0,4,256,7,152,421,58879,6974,1468,1458,68786,845,188,1038,69821,3912,298,74032
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL301001,6905,243,70,309,7219,1047,10,8283,84858,9247,1056,560,95719,2581,532,3114,98832,5584,96,104520,107898,12356,1334,827,122413,2273,393,2666,125081,4020,98,129197,10671,1224,1286,95,13280,188,21,209,13486,425,14,13921,1277,199,25,1353,2852,95,10,112,2967,216,106,3289,204705,23030,3700,2829,234265,5137,957,6095,240363,10250,311,250922,3747,648,73,92,4560,947,64,1016,5572,440,18,6028,5756,861,87,174,6872,632,180,810,7686,415,9,8108,9510,1502,157,268,11434,1579,244,1823,13256,853,25,14133,214216,24530,3854,3095,245697,6715,1207,7923,253619,11098,337,265058,65138,9590,1638,1809,78177,3508,712,4219,82394,12961,231,95585,333,50,4,233,619,18,4,18,642,56,822,1516,279684,34174,5500,5143,324496,10239,1923,12160,336661,24117,1388,362165
UCL302001,1264,40,15,63,1319,184,3,1515,18809,2467,262,133,21665,481,119,603,22271,1169,22,23460,26505,3835,338,202,30880,499,111,602,31484,1067,34,32585,2037,250,271,21,2578,54,0,57,2631,109,4,2743,379,40,8,307,733,13,4,16,753,41,29,821,47727,6584,878,660,55853,1054,230,1286,57136,2381,88,59611,669,140,27,23,857,184,11,193,1044,83,4,1132,1456,257,12,40,1760,108,36,146,1905,100,0,2006,2122,399,39,59,2613,293,46,339,2951,182,3,3142,49855,6981,917,716,58471,1343,276,1622,60091,2564,95,62748,14665,2289,404,364,17728,665,111,774,18500,2486,31,21020,81,32,4,44,161,11,0,11,169,17,196,384,64598,9308,1323,1130,76351,2016,394,2404,78752,5073,324,84150
UCL303001,148,3,0,8,155,25,0,182,5289,684,114,28,6121,165,39,196,6320,383,9,6711,5971,945,131,64,7108,161,23,184,7293,352,13,7654,545,68,97,8,710,17,0,17,726,28,0,754,90,18,0,78,182,13,3,10,197,31,9,236,11888,1712,343,178,14128,343,63,407,14533,793,26,15354,143,35,4,5,189,67,0,70,262,56,0,312,310,67,4,19,402,42,24,67,467,39,0,509,452,103,17,22,591,110,28,135,725,94,0,826,12347,1816,361,200,14717,455,84,545,15257,886,26,16175,3175,602,110,109,4001,240,60,302,4302,835,10,5142,12,0,0,21,38,0,0,0,38,8,76,121,15534,2417,471,327,18753,700,152,849,19593,1730,118,21439
UCL303002,360,6,0,8,370,53,0,421,7511,1097,105,53,8774,162,52,215,8986,453,7,9447,12801,1981,191,139,15111,248,39,286,15398,509,26,15927,794,112,134,10,1046,15,0,15,1066,35,0,1103,140,19,3,125,288,7,3,11,296,14,3,314,21250,3213,438,322,25218,437,95,527,25748,1010,30,26791,267,55,10,8,341,63,3,64,405,43,0,452,655,104,11,11,779,48,16,67,845,33,3,877,927,157,13,21,1120,110,20,131,1248,75,8,1328,22177,3369,454,346,26337,546,112,661,26999,1091,34,28122,5597,914,163,159,6832,245,66,310,7143,848,14,8008,25,3,3,24,61,0,0,0,61,10,49,118,27800,4280,623,525,33232,787,178,969,34195,1944,108,36248
UCL303003,117,9,0,12,128,20,0,152,3122,367,37,30,3550,87,22,108,3655,219,0,3879,4599,536,69,40,5248,90,8,103,5347,196,0,5539,400,48,65,0,511,4,0,7,522,17,0,539,53,3,3,38,100,4,0,4,105,6,0,105,8170,957,168,110,9403,192,32,225,9628,435,0,10068,134,35,0,8,187,30,0,30,217,31,0,243,241,26,5,12,287,22,26,49,337,28,0,361,377,65,8,21,472,50,26,75,549,52,0,602,8540,1022,182,133,9874,239,58,299,10177,487,0,10668,2843,467,83,48,3438,212,63,274,3714,757,9,4485,10,0,0,0,12,0,0,0,12,0,40,51,11392,1492,261,181,13328,454,121,575,13897,1248,49,15199
UCL303004,339,11,0,11,348,42,0,394,6852,747,141,52,7788,252,46,294,8081,503,5,8589,7310,792,142,54,8304,211,28,242,8547,337,5,8889,814,125,108,0,1051,7,4,16,1069,55,3,1123,85,9,4,91,189,3,6,10,195,11,4,212,15062,1679,388,196,17331,477,90,566,17894,909,19,18821,295,37,6,7,357,139,7,144,494,41,0,539,413,56,7,7,481,73,19,95,580,43,0,624,707,98,14,20,835,213,31,243,1080,89,0,1166,15767,1774,402,217,18167,692,118,809,18973,991,19,19985,3992,595,150,115,4852,365,69,435,5283,1024,19,6331,18,0,0,5,21,0,0,0,21,6,62,95,19776,2375,556,338,23041,1055,190,1245,24279,2025,104,26412
