SED_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SED55305,21049,20404,41450,8821,5632,14451,3257,4565,7826,565,640,1209,1461,1084,2542,14106,11924,26028,4926,6630,11556,10.4,9.1,9.8,67,58.4,62.8,60.1,53.1,56.7,1520,1392,2913,393,625,1013,4166,4795,8961,1936,1954,3887,3208,1414,4620,181,204,385,236,382,617,3627,1996,5622,15617,15637,31257,5689,5172,10860,8390,8675,17065,12177,11316,23495
SED55401,13694,12942,26639,6450,2984,9431,1268,3100,4374,613,509,1128,459,305,761,8796,6899,15696,3415,4679,8090,5.2,4.4,4.8,64.2,53.3,58.9,60.8,50.9,56.1,102,115,220,72,252,324,718,1403,2121,644,1090,1736,2986,1442,4424,164,269,431,236,333,568,3391,2036,5431,12893,12295,25186,1974,1936,3910,9048,8577,17631,4929,4826,9753
SED55504,17473,18334,35803,9387,4904,14285,2226,5431,7659,598,633,1235,927,836,1768,13139,11811,24951,3467,5727,9200,7.1,7.1,7.1,75.2,64.4,69.7,69.9,59.8,64.7,441,392,835,175,357,535,1690,2721,4412,1448,2114,3561,5387,2326,7715,165,273,441,271,554,827,5820,3160,8976,18101,18757,36858,2780,2969,5750,11405,11717,23126,8354,8970,17329
SED55605,22529,23264,45795,11892,5827,17720,2254,6369,8625,894,782,1677,1496,1420,2919,16532,14400,30935,4216,7349,11562,9,9.9,9.4,73.4,61.9,67.6,66.8,55.8,61.2,341,329,667,168,396,562,1400,2547,3951,1804,2540,4346,7371,3738,11105,275,490,762,355,615,974,8001,4838,12841,22169,22552,44714,5018,5443,10460,11959,11960,23914,13655,14549,28200
SED55706,16001,16370,32371,6283,3161,9442,2252,4577,6827,782,628,1408,570,424,994,9882,8785,18671,4751,6205,10958,5.8,4.8,5.3,61.8,53.7,57.7,58.2,51.1,54.6,301,323,631,156,408,559,1408,2208,3615,1035,1721,2760,4199,1882,6076,155,315,471,303,470,768,4657,2667,7323,15143,15149,30288,2596,2814,5410,10351,10107,20460,6540,7092,13633
SED55802,21642,22872,44510,11538,6441,17984,2643,5868,8508,776,758,1534,1245,1200,2450,16201,14269,30473,4081,7310,11390,7.7,8.4,8,74.9,62.4,68.5,69.1,57.1,63,486,545,1032,203,330,529,1983,2947,4932,1760,2275,4034,5811,2944,8752,232,428,663,281,577,856,6323,3949,10272,21540,22008,43551,4619,4811,9433,12267,12460,24733,12246,12740,24986
SED55905,14577,15811,30384,6312,3631,9945,1899,4071,5970,426,476,901,831,680,1514,9471,8856,18330,4076,5844,9920,8.8,7.7,8.3,65,56,60.3,59.3,51.7,55.3,545,632,1179,248,473,720,1881,2809,4686,1137,1518,2652,3545,1404,4949,115,197,310,234,396,634,3899,1997,5900,13590,14580,28167,2474,2633,5098,9264,10041,19304,6212,6523,12731
SED59494,3336,2220,5559,776,364,1143,222,206,431,125,74,195,303,143,444,1428,792,2215,962,882,1845,21.2,18.1,20,42.8,35.7,39.8,33.7,29,31.8,62,54,117,16,32,48,225,302,522,151,155,308,748,217,969,28,37,65,51,63,114,829,317,1147,814,434,1248,1691,1346,3036,493,234,725,1945,1495,3440
SED59797,408,26,434,286,17,301,20,3,23,15,0,18,0,0,0,322,17,341,11,6,20,0,0,0,78.9,65.4,78.6,78.7,76.9,78.8,9,0,9,0,0,0,31,3,31,52,4,55,130,4,134,3,0,5,13,0,13,139,4,145,259,11,272,73,12,84,143,9,147,187,18,206
SED60101,4273,4138,8411,1658,693,2353,470,1049,1523,166,135,298,185,153,338,2486,2023,4510,1464,1806,3273,7.4,7.6,7.5,58.2,48.9,53.6,53.7,45.4,49.6,57,76,129,30,51,78,194,411,603,189,350,542,1137,465,1596,52,99,158,62,115,177,1254,680,1931,4159,3983,8144,533,542,1078,3235,3061,6302,1264,1290,2553
SED60106,12728,14485,27214,5525,3190,8709,1626,3771,5399,352,450,803,530,402,928,8026,7816,15843,3857,5694,9552,6.6,5.1,5.9,63.1,54,58.2,58.9,51.2,54.8,391,408,806,170,308,482,1387,2089,3473,876,1224,2093,3150,1594,4742,131,253,388,176,389,568,3463,2237,5701,11937,13118,25062,2140,2465,4612,8187,8897,17087,5409,6208,11612
SED60112,9285,10124,19412,4094,2332,6425,1326,2944,4269,246,353,600,415,315,731,6092,5942,12035,2681,3671,6355,6.8,5.3,6.1,65.6,58.7,62,61,55.6,58.2,351,359,714,173,257,426,1127,1807,2932,696,955,1649,2461,1138,3598,88,204,289,150,267,415,2702,1603,4303,8848,9511,18361,1645,1727,3373,6106,6497,12604,4036,4391,8427
SED60115,13810,14476,28282,4464,2279,6741,1661,3376,5035,365,429,801,982,674,1661,7474,6760,14233,5261,6611,11866,13.1,10,11.7,54.1,46.7,50.3,47,42,44.5,265,254,523,80,163,244,805,1313,2120,690,965,1658,3069,1626,4695,195,365,554,175,368,539,3437,2352,5790,12691,13188,25881,2392,2555,4944,8554,8916,17471,5861,6076,11944
SED60207,12582,14015,26594,4740,2484,7228,1496,3498,4999,387,415,797,649,462,1108,7276,6860,14139,4546,6336,10885,8.9,6.7,7.8,57.8,48.9,53.2,52.6,45.6,49,165,158,317,122,188,314,677,1287,1962,707,1177,1886,3517,1866,5387,179,342,519,178,357,534,3874,2568,6443,12067,13246,25310,1970,2177,4147,8747,9270,18019,4811,5545,10357
SED60208,12498,13577,26075,4791,2405,7193,1427,3396,4824,407,459,870,665,462,1125,7293,6718,14013,4458,6033,10484,9.1,6.9,8,58.4,49.5,53.7,53,46.1,49.4,171,197,362,98,198,299,691,1183,1876,668,1105,1772,3642,1711,5352,194,322,514,186,408,595,4019,2444,6461,12101,12926,25028,1786,1981,3772,8880,9269,18150,4478,5057,9535
SED60209,13209,13569,26775,5220,2528,7744,1381,3368,4756,433,446,875,643,445,1084,7671,6787,14460,4631,5855,10490,8.4,6.6,7.5,58.1,50,54,53.3,46.7,50,153,184,342,100,196,297,640,1120,1765,688,1090,1777,3540,1671,5202,146,323,466,215,348,566,3896,2331,6236,12805,12825,25623,2028,2081,4107,9127,8969,18089,4996,5327,10322
SED60214,84,87,172,33,19,52,18,27,39,3,7,9,3,0,6,57,53,106,24,32,57,5.3,0,5.7,67.9,60.9,61.6,64.3,60.9,58.1,0,0,0,0,0,0,3,5,9,4,12,12,28,12,42,0,3,4,0,0,0,27,19,50,96,90,187,11,11,14,68,74,142,24,21,49
SED60302,3715,3979,7697,1686,923,2605,466,1102,1570,110,142,259,179,122,300,2436,2288,4727,1091,1499,2590,7.3,5.3,6.3,65.6,57.5,61.4,60.9,54.5,57.6,41,59,102,22,43,67,143,246,387,216,283,494,1125,635,1763,52,88,144,47,106,153,1227,824,2058,3696,3899,7595,556,612,1163,2693,2797,5496,1398,1540,2942
SED60303,14217,15607,29825,5237,3154,8390,1848,3558,5403,352,478,827,820,507,1321,8250,7697,15942,4925,6755,11686,9.9,6.6,8.3,58,49.3,53.5,52.3,46.1,49,265,324,585,132,268,406,971,1375,2341,787,1091,1879,3488,1934,5423,173,353,530,204,356,561,3866,2648,6512,13350,14303,27655,2297,2510,4810,9159,9867,19018,5872,6366,12238
SED60304,13775,14895,28671,5536,3968,9506,2295,3990,6286,361,491,856,659,459,1123,8851,8916,17763,3963,5068,9028,7.4,5.1,6.3,64.3,59.9,62,59.5,56.7,58.1,1231,1419,2657,446,779,1233,3081,3832,6910,1004,1319,2324,2019,1009,3030,146,163,307,175,229,407,2333,1404,3744,11776,12623,24403,2878,3052,5930,7536,8272,15807,6774,7143,13920
SED60305,189,169,355,82,40,130,23,50,75,8,10,19,12,4,17,125,107,231,56,48,104,9.6,3.7,7.4,66.1,63.3,65.1,59.8,59.2,63.1,8,10,16,4,4,9,35,28,61,18,26,46,47,18,63,0,4,3,4,4,7,57,27,76,180,174,352,15,18,29,152,142,293,44,43,83
SED60310,9180,9811,18990,3324,2092,5410,1651,2646,4299,220,300,519,394,356,749,5582,5400,10976,3132,3938,7075,7.1,6.6,6.8,60.8,55,57.8,56.6,51.4,53.9,1227,1135,2363,274,476,751,2305,2696,4999,778,919,1699,1039,493,1531,59,68,132,96,168,261,1199,733,1924,8166,8552,16713,1958,2008,3966,5349,5710,11056,4555,4648,9201
SED60402,1474,1582,3054,786,482,1269,189,466,654,46,63,102,41,36,78,1048,1049,2096,367,473,848,3.9,3.4,3.7,71.1,66.3,68.6,69.3,63.9,66.3,13,26,43,15,27,43,108,158,264,109,163,268,474,243,718,12,29,44,33,69,105,519,339,861,1483,1507,2987,257,285,540,1000,997,1999,641,710,1357
SED60405,13932,14540,28479,5353,2895,8254,1964,4090,6055,439,460,895,503,388,888,8256,7838,16091,4893,5911,10808,6.1,5,5.5,59.3,53.9,56.5,55.7,51.2,53.4,573,614,1189,234,435,667,1556,2364,3922,1135,1547,2684,3527,1599,5122,153,273,430,248,409,656,3927,2277,6202,13903,14161,28060,2054,2286,4339,9808,9830,19639,5555,5960,11513
SED60410,4045,4764,8813,1666,991,2665,575,1248,1830,96,152,247,148,143,290,2488,2537,5026,1346,2022,3370,5.9,5.6,5.8,61.5,53.3,57,57.8,50.2,53.8,218,257,476,67,141,214,576,820,1403,318,453,769,894,475,1366,47,80,127,64,129,191,999,686,1686,3991,4489,8483,732,809,1537,2485,2822,5311,2009,2281,4292
SED60411,13734,15139,28872,5293,3297,8587,1693,3821,5511,353,483,841,465,342,809,7800,7945,15742,5307,6486,11789,6,4.3,5.1,56.8,52.5,54.5,53.4,50.2,51.7,449,532,987,267,454,723,1604,2307,3906,1165,1393,2559,3173,1466,4637,122,230,350,227,417,645,3518,2119,5634,12801,14301,27099,1941,2090,4035,9140,10180,19320,5141,5784,10927
SED60413,7791,8272,16061,3538,2032,5574,1011,2490,3499,225,320,543,305,228,531,5072,5072,10146,2328,2809,5141,6,4.5,5.2,65.1,61.3,63.2,61.3,58.5,59.9,240,268,513,122,216,339,793,1175,1974,628,765,1400,2263,1126,3382,80,154,234,111,246,354,2451,1518,3973,8095,8361,16455,1094,1166,2258,5710,5808,11517,3036,3332,6375
SED60501,8712,8415,17123,2713,1332,4047,1017,1993,3012,297,302,600,324,252,574,4354,3879,8232,3639,3842,7473,7.4,6.5,7,50,46.1,48.1,46.2,43.1,44.7,102,142,240,50,113,167,453,735,1192,464,674,1139,2211,928,3140,79,193,270,148,224,372,2439,1350,3787,8226,7845,16074,1021,1110,2130,6217,5805,12024,2678,2792,5471
SED60502,9413,9807,19223,3513,1737,5256,938,2357,3293,313,318,635,560,355,917,5325,4769,10097,3411,4315,7726,10.5,7.4,9.1,56.6,48.6,52.5,50.6,45,47.8,73,86,155,50,90,139,265,471,738,405,608,1005,2357,1287,3637,127,268,403,119,264,386,2603,1824,4429,9640,9690,19331,1276,1433,2710,7133,6922,14053,3162,3573,6734
SED60512,4043,4177,8222,1284,690,1978,494,1010,1500,158,163,324,164,128,291,2097,1995,4086,1646,1877,3521,7.8,6.4,7.1,51.9,47.8,49.7,47.9,44.6,46.2,95,117,211,39,95,133,268,467,738,281,400,676,1141,467,1605,34,81,118,58,129,186,1233,684,1915,3900,3954,7853,489,546,1032,2859,2821,5685,1381,1517,2895
SED60513,6826,6997,13825,2571,1356,3925,885,1869,2751,220,242,463,287,202,494,3960,3680,7636,2385,2797,5183,7.2,5.5,6.5,58,52.6,55.2,53.9,49.5,51.6,119,133,254,52,121,178,393,663,1061,409,675,1085,2006,980,2993,81,166,241,110,181,285,2198,1329,3523,6545,6544,13084,1000,1061,2060,4668,4541,9210,2553,2765,5319
SED60514,13220,13497,26712,5145,2455,7601,1569,3371,4939,485,469,961,516,395,915,7717,6691,14411,4541,5864,10399,6.7,5.9,6.3,58.4,49.6,53.9,54.5,46.6,50.5,181,223,404,91,217,311,786,1420,2204,802,1206,2010,3532,1560,5092,130,294,421,226,414,645,3888,2270,6156,12788,12727,25517,1745,1906,3652,9277,9120,18402,4627,5014,9647
SED69494,481,350,835,86,48,139,50,44,91,12,10,18,57,38,95,204,136,345,158,168,329,27.9,27.9,27.5,42.4,38.9,41.3,30.8,29.1,29.7,12,17,31,3,5,6,36,38,77,18,38,59,91,31,120,10,8,16,7,11,13,103,40,152,112,66,176,279,258,540,89,45,133,284,258,541
SED69797,49,18,73,31,4,40,3,0,4,3,0,3,0,0,0,38,15,50,5,6,12,0,0,0,77.6,83.3,68.5,75.5,22.2,64.4,0,0,0,0,0,0,3,4,6,4,3,10,17,3,21,0,0,0,0,0,0,19,3,22,32,16,47,11,7,22,21,13,37,25,8,29
SED70001,2629,2680,5304,433,374,810,171,193,363,72,85,160,274,228,502,951,880,1832,1359,1494,2845,28.8,25.9,27.4,36.2,32.8,34.5,25.7,24.3,25.1,8,28,33,10,19,29,67,87,158,32,56,88,199,100,301,38,43,77,80,65,140,314,206,513,3143,3152,6289,183,191,380,2701,2707,5401,364,381,751
SED70002,4389,4578,8961,2497,2036,4528,420,736,1160,155,195,345,97,78,180,3168,3043,6219,651,935,1585,3.1,2.6,2.9,72.2,66.5,69.4,70,64.8,67.3,200,240,442,75,180,250,554,883,1433,396,439,837,931,453,1384,39,59,91,65,93,160,1031,603,1632,3662,3729,7391,1088,1177,2271,1909,1993,3903,2601,2687,5288
SED70003,3018,2955,5974,760,526,1288,197,265,454,163,149,314,239,173,409,1360,1111,2470,1175,1360,2538,17.6,15.6,16.6,45.1,37.6,41.3,37.1,31.8,34.4,37,51,91,18,31,51,135,191,325,91,122,210,355,153,511,68,61,136,58,60,116,491,275,767,3407,3369,6774,431,415,853,2689,2677,5367,820,808,1630
SED70004,3332,3030,6360,1040,801,1838,237,254,495,129,122,254,225,148,378,1635,1325,2957,1278,1379,2653,13.8,11.2,12.8,49.1,43.7,46.5,42.2,38.8,40.7,39,43,80,29,41,67,142,221,365,115,146,252,525,239,761,48,67,119,44,40,82,614,353,963,3247,3089,6332,624,555,1177,2442,2365,4806,1113,997,2113
SED70005,3402,3405,6806,2097,1368,3466,269,605,871,153,155,308,107,134,245,2635,2261,4897,480,859,1335,4.1,5.9,5,77.5,66.4,72,74,62.5,68.2,63,76,145,17,72,90,217,453,676,273,318,589,1112,599,1706,53,74,125,39,80,123,1208,752,1956,3043,2985,6026,1088,1094,2180,1316,1274,2595,2472,2499,4967
SED70006,3982,4368,8356,2128,1832,3960,369,760,1130,153,199,352,124,83,205,2772,2874,5648,707,970,1674,4.5,2.9,3.6,69.6,65.8,67.6,66.5,63.9,65.1,166,267,435,72,187,255,392,744,1141,293,365,661,965,481,1446,44,75,122,58,82,141,1065,642,1708,3537,3635,7169,870,1017,1883,2112,2153,4264,2067,2295,4356
SED70007,3131,3115,6246,2037,1439,3480,246,589,833,144,150,296,120,94,209,2541,2274,4816,367,628,994,4.7,4.1,4.3,81.2,73,77.1,77.5,69.9,73.8,58,71,127,35,90,122,187,399,589,298,331,631,1076,550,1629,42,65,103,54,83,142,1170,698,1873,2730,2704,5434,1036,1004,2038,1341,1351,2690,2114,2102,4215
SED70008,3741,3621,7357,1779,1298,3083,535,757,1295,154,172,327,124,107,233,2587,2343,4926,742,951,1692,4.8,4.6,4.7,69.2,64.7,67,66,61.5,64,266,288,549,77,139,215,630,789,1423,307,321,631,700,306,1003,21,32,52,56,66,124,773,407,1183,3103,3040,6147,980,1021,2001,1693,1657,3347,2159,2180,4336
SED70009,4015,3458,7470,1247,848,2099,261,396,661,134,121,250,360,237,594,2002,1603,3605,1280,1375,2654,18,14.8,16.5,49.9,46.4,48.3,40.9,39.5,40.3,41,67,108,25,47,74,165,248,414,122,191,316,840,293,1134,88,111,200,50,55,104,985,462,1443,3765,3408,7174,575,520,1094,2765,2529,5293,1268,1105,2372
SED70010,3277,3241,6523,1681,1145,2826,269,526,796,132,124,261,176,133,310,2256,1928,4186,609,922,1523,7.8,6.9,7.4,68.8,59.5,64.2,63.5,55.4,59.5,53,51,106,26,77,105,191,334,527,195,299,496,916,441,1359,47,86,134,45,69,115,1011,598,1606,2961,2862,5827,700,702,1401,1767,1641,3410,1636,1674,3307
SED70011,3562,3532,7093,1926,1413,3336,345,587,929,130,151,280,108,93,200,2506,2239,4744,650,917,1567,4.3,4.2,4.2,70.4,63.4,66.9,67.4,60.9,64.1,254,253,506,78,159,232,563,815,1382,309,345,652,702,294,997,30,41,75,52,58,111,788,397,1178,2646,2569,5213,1046,1098,2148,1362,1307,2671,2165,2184,4347
SED70012,3538,3225,6755,2134,1550,3682,309,536,845,156,136,292,99,92,190,2699,2316,5012,403,565,963,3.7,4,3.8,76.3,71.8,74.2,73.5,68.9,71.3,158,183,344,63,114,183,553,737,1290,307,312,621,860,346,1207,32,40,72,57,55,106,952,437,1380,2470,2320,4792,1064,1037,2102,1190,1174,2362,2257,2074,4333
SED70013,4020,3489,7512,2023,1374,3392,374,683,1060,201,160,359,156,99,252,2751,2315,5066,761,771,1532,5.7,4.3,5,68.4,66.4,67.4,64.6,63.5,64,29,69,93,17,90,107,153,406,559,235,315,550,1425,515,1940,41,80,127,68,120,188,1536,710,2244,3724,3281,7012,590,546,1132,2474,2149,4621,1610,1475,3089
SED70014,3078,3039,6120,1542,1080,2624,348,631,978,119,130,244,157,96,254,2161,1934,4097,615,808,1423,7.3,5,6.2,70.2,63.6,66.9,65.3,60.6,62.8,135,186,319,59,121,173,389,550,938,211,252,460,694,257,950,38,47,78,54,60,117,785,367,1150,2662,2582,5249,673,653,1322,1759,1690,3451,1430,1412,2836
SED70015,3009,3134,6142,1440,1082,2522,349,583,933,120,110,226,123,106,221,2028,1873,3900,643,882,1526,6.1,5.7,5.7,67.4,59.8,63.5,63.4,56.6,59.9,82,97,175,41,72,113,249,421,676,177,249,427,697,339,1032,42,47,90,45,64,108,785,452,1233,2811,2884,5694,487,578,1066,1899,1906,3807,1244,1372,2611
SED70016,3908,3669,7575,1812,1316,3129,267,480,742,143,135,279,96,70,161,2312,1999,4311,736,910,1652,4.2,3.5,3.7,59.2,54.5,56.9,56.9,52.6,54.8,64,83,147,38,95,128,255,481,739,274,321,598,901,370,1271,47,80,124,57,73,123,999,525,1522,2978,2731,5714,968,927,1889,1640,1541,3177,1985,1843,3826
SED70017,3921,3530,7451,1172,933,2107,246,356,602,105,106,209,316,292,610,1832,1685,3520,1458,1287,2749,17.2,17.3,17.3,46.7,47.7,47.2,38.8,39.5,39.2,59,74,134,22,55,74,157,300,460,142,190,336,574,278,856,67,86,151,87,81,165,725,445,1168,2873,2990,5859,688,719,1408,2083,2203,4287,1253,1271,2520
SED70018,6906,3424,10327,3025,1359,4383,385,676,1065,303,172,472,107,62,168,3817,2275,6088,1585,774,2357,2.8,2.7,2.8,55.3,66.4,59,53.8,64.5,57.3,52,86,135,27,89,116,263,402,665,317,362,681,1977,497,2474,50,70,118,65,83,150,2094,651,2742,4084,3039,7116,1149,633,1781,2573,2021,4591,2486,1460,3940
SED70019,3376,3396,6771,1005,791,1798,280,437,717,92,99,189,211,179,393,1593,1503,3096,1485,1631,3113,13.2,11.9,12.7,47.2,44.3,45.7,40.8,39.1,39.9,43,82,119,31,78,110,145,233,382,108,160,264,489,234,727,94,113,201,33,54,92,616,403,1023,3819,3789,7614,463,495,955,2971,2927,5897,993,1068,2060
SED70020,3384,3458,6842,1762,1425,3186,414,662,1076,109,131,238,130,97,229,2419,2310,4723,571,763,1334,5.4,4.2,4.8,71.5,66.8,69,67.5,64.1,65.8,272,354,621,69,165,240,603,882,1486,266,283,552,653,263,915,27,36,62,46,56,110,730,358,1087,2540,2512,5055,954,1024,1974,1373,1384,2753,1994,2017,4009
SED70021,5139,4001,9138,3088,1764,4853,408,660,1066,192,139,330,111,141,251,3798,2702,6501,467,719,1183,2.9,5.2,3.9,73.9,67.5,71.1,71.8,64.1,68.4,361,291,650,95,125,222,988,979,1970,454,403,860,927,333,1258,44,35,75,76,73,151,1047,436,1481,2741,2114,4854,1817,1604,3420,915,732,1643,3565,2886,6454
SED70022,3317,3250,6569,1727,1272,3006,382,607,985,151,147,298,130,105,239,2389,2132,4527,633,850,1476,5.4,4.9,5.3,72,65.6,68.9,68.1,62.3,65.3,129,136,268,52,102,152,364,511,881,257,298,554,810,368,1182,45,45,87,58,79,137,913,489,1403,3065,2966,6034,672,667,1333,1980,1931,3915,1584,1527,3115
SED70023,3795,3358,7152,2430,1460,3890,276,625,904,158,144,302,100,109,213,2962,2342,5308,445,707,1156,3.4,4.7,4,78.1,69.7,74.2,75.5,66.4,71.3,110,104,216,45,90,140,335,550,882,296,391,687,1170,491,1662,50,76,130,53,70,123,1277,643,1916,2704,2435,5135,1576,1514,3097,985,855,1838,3002,2766,5771
SED70024,2508,2822,5335,538,446,987,167,265,427,69,63,137,412,361,775,1191,1130,2320,891,1248,2144,34.6,31.9,33.4,47.5,40,43.5,30.9,27.4,29.1,14,27,45,14,26,37,69,139,208,75,71,145,235,125,356,46,61,107,34,26,57,315,218,529,2746,2982,5734,328,321,647,2248,2506,4746,554,550,1101
SED70025,3441,3421,6860,1974,1449,3428,348,660,1004,157,163,313,105,87,193,2583,2353,4938,601,817,1420,4.1,3.7,3.9,75.1,68.8,72,72,66.4,69.2,165,197,361,62,124,189,440,706,1143,306,333,638,842,355,1191,28,47,69,47,54,103,916,449,1365,2956,2851,5808,1031,1026,2063,1592,1579,3174,2159,2079,4243
SED79494,1240,1043,2281,254,149,399,36,66,103,34,41,70,48,33,76,369,280,647,465,427,889,13,11.8,11.7,29.8,26.8,28.4,26.1,24.5,25.1,19,32,52,9,21,34,65,122,184,51,68,121,251,67,322,14,11,29,19,32,45,279,112,392,370,269,639,588,591,1185,231,159,395,666,657,1326
SED79797,61,9,72,14,3,16,0,0,3,10,0,10,0,0,0,22,7,25,28,0,29,0,0,0,36.1,77.8,34.7,39.3,33.3,40.3,0,0,3,0,0,0,19,3,17,8,0,8,19,0,17,0,0,0,4,0,4,19,0,17,45,10,52,3,0,7,39,5,42,4,4,8
SED80001,27352,29333,56690,14767,10625,25390,3402,6824,10225,904,1299,2204,905,774,1674,19973,19526,39496,6144,8458,14607,4.5,4,4.2,73,66.6,69.7,69.7,63.9,66.7,1623,1214,2832,656,1024,1680,3787,5069,8853,2674,3485,6153,5860,3182,9039,267,457,726,365,792,1156,6492,4426,10919,28013,29178,57187,3765,3978,7743,20060,21082,41135,10353,10894,21249
SED80002,30476,32330,62806,14735,10476,25213,4079,7142,11223,933,1287,2217,1117,946,2060,20859,19854,40709,7991,10739,18729,5.4,4.8,5.1,68.4,61.4,64.8,64.8,58.5,61.5,3246,2944,6196,950,1543,2492,6165,7342,13503,2505,3230,5738,4809,2606,7408,278,385,668,395,753,1153,5485,3742,9231,28615,29768,58391,6050,6128,12178,18446,19525,37978,14786,15090,29874
SED80003,35206,35724,70929,16334,12451,28783,4609,6995,11600,964,1394,2362,1299,1220,2524,23206,22058,45272,9134,10958,20087,5.6,5.5,5.6,65.9,61.7,63.8,62.2,58.3,60.3,5901,5470,11367,1464,2193,3663,8982,10130,19116,2097,2370,4470,2727,1509,4239,206,226,432,279,537,817,3211,2274,5486,26020,26782,52808,9695,9919,19611,13891,14894,28784,21148,21141,42294
SED80004,30055,32753,62808,14218,10405,24619,3975,7206,11182,849,1311,2165,902,722,1626,19944,19643,39588,8338,11229,19570,4.5,3.7,4.1,66.4,60,63,63.4,57.8,60.4,3648,3109,6759,1135,1827,2959,6771,8289,15059,2670,3444,6122,4156,2100,6261,187,319,514,360,818,1185,4708,3243,7959,28673,30273,58945,5680,6102,11785,18969,20342,39312,14166,14907,29076
SED80005,33832,35346,69182,19503,13421,32924,4347,8426,12769,999,1540,2543,1149,1133,2281,25999,24526,50522,6213,9214,15431,4.4,4.6,4.5,76.8,69.4,73,73.4,66.2,69.7,4349,3285,7630,1076,1542,2612,6595,8474,15071,3317,3929,7246,5116,3112,8225,237,416,658,354,739,1089,5703,4270,9969,33129,34027,67155,7715,7831,15542,16960,17678,34641,21384,21864,43246
SED89494,297,209,506,63,56,126,24,37,62,15,10,20,29,14,44,133,115,248,89,66,153,21.8,12.2,17.7,44.8,55,49,34.3,49.3,41.1,14,20,40,4,9,10,29,55,81,15,18,30,36,17,50,3,3,10,7,0,5,41,22,62,60,41,98,165,153,319,35,29,64,180,155,336
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,2013,1702,3714,880,516,1397,203,361,563,92,92,185,26,30,53,1201,999,2200,584,501,1087,2.2,3,2.4,59.7,58.7,59.2,58.4,56.9,57.8,33,42,75,22,34,53,134,186,318,100,165,270,453,147,600,27,30,58,38,60,99,521,234,761,1597,1575,3171,294,258,550,1211,1194,2402,572,537,1109
SED99494,21,30,46,3,4,11,0,0,3,0,4,3,4,3,3,7,11,18,11,14,22,57.1,27.3,16.7,33.3,36.7,39.1,14.3,26.7,37,0,0,0,0,0,0,4,6,10,0,6,9,3,3,4,0,0,0,0,0,0,3,3,4,13,8,21,5,22,28,6,4,14,8,21,29
