SED_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED40047,160,144,108,45,12,0,636,17,77,88,121,102,46,8,0,450,299,747,721,567,377,138,47,14,2909,107,367,594,751,557,229,65,14,2684,584,1036,1103,1185,977,524,253,62,5720,125,105,75,71,44,23,3,3,446,42,54,107,139,128,89,27,11,584,747,1195,1281,1392,1155,631,281,71,6753,15,28,35,52,44,35,21,9,231,201,200,211,247,255,263,185,85,1639,1402,2767,3079,3269,2592,1383,628,194,15309
SED49494,14,7,15,4,0,0,59,0,8,3,6,7,0,0,0,24,31,92,38,20,19,16,0,0,219,14,27,22,40,16,23,3,0,145,34,97,50,70,79,57,11,5,402,11,6,4,4,0,0,0,0,25,3,9,3,12,15,3,0,0,47,50,115,57,88,91,66,11,5,482,6,9,0,3,3,5,0,0,27,84,122,129,152,93,54,15,6,651,185,393,264,317,247,159,30,10,1595
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SED50106,111,113,126,81,20,7,509,3,60,102,123,147,66,16,3,506,87,487,624,588,537,356,132,35,2856,117,317,444,576,637,358,149,48,2639,686,1149,1038,1091,962,598,236,77,5844,197,101,65,60,47,47,12,0,543,66,70,105,124,132,107,50,14,667,950,1319,1217,1274,1149,753,301,84,7050,16,18,31,34,32,49,35,17,231,419,448,403,420,513,508,412,262,3390,1598,2706,2921,3132,3141,2160,1060,459,17181
SED50205,601,533,424,237,82,21,2239,14,136,207,279,220,119,30,8,1020,581,1483,1599,1457,1098,689,305,97,7313,137,321,455,659,641,463,222,95,2998,305,448,463,610,496,365,217,104,2997,45,22,19,30,38,22,4,6,188,26,43,78,113,97,109,80,30,580,368,512,560,755,636,488,309,140,3763,7,27,39,56,66,72,32,24,329,240,257,232,266,295,249,327,297,2159,1373,3067,3699,4005,3375,2311,1299,686,19824
SED50302,206,105,60,28,14,3,620,17,67,51,73,58,23,11,0,289,180,901,677,389,282,154,77,14,2670,215,739,616,478,398,206,92,27,2770,921,1866,1228,1191,1039,583,254,62,7152,232,131,97,60,59,27,7,3,622,71,133,167,154,129,84,36,7,783,1224,2136,1490,1401,1226,693,300,71,8548,26,57,41,46,44,44,24,6,283,526,639,547,542,520,511,401,220,3907,2182,4741,3632,3027,2580,1658,921,348,19091
SED50404,501,241,141,49,19,6,1624,16,221,168,143,93,48,8,3,693,534,2762,1599,775,493,268,87,15,6531,201,898,746,527,444,258,109,32,3206,451,1273,885,813,584,442,262,59,4769,64,85,53,54,36,16,4,0,311,31,90,128,130,116,80,36,9,616,543,1443,1060,1000,743,533,300,67,5696,23,71,73,37,38,32,17,4,292,283,617,383,359,344,375,341,298,3014,1627,6642,4530,3081,2298,1562,885,420,21050
SED50502,243,160,107,51,6,3,842,14,119,154,123,85,29,11,0,532,302,1254,970,641,411,215,73,16,3881,191,571,548,515,435,206,71,17,2550,536,1142,1014,1082,912,558,211,52,5507,147,87,57,49,40,28,8,0,419,38,87,129,128,126,82,26,9,615,722,1312,1203,1258,1079,668,239,63,6537,16,53,42,38,48,33,14,3,246,378,407,395,417,429,401,290,167,2885,1633,3982,3554,3145,2588,1604,703,262,17476
SED50605,560,492,339,198,57,15,2039,30,131,194,212,179,86,29,5,871,697,1676,1492,1277,975,630,234,83,7059,242,324,439,558,592,454,250,86,2943,342,460,442,583,526,359,217,85,3015,82,36,22,35,33,33,9,0,250,33,34,62,116,117,119,61,30,575,454,529,525,744,678,507,295,113,3842,17,43,44,42,60,56,24,13,306,230,259,203,246,263,327,354,416,2297,1706,3320,3457,3567,3090,2264,1237,741,19366
SED50702,459,185,111,51,7,5,1431,26,170,150,106,82,34,9,3,575,502,2275,1310,606,398,185,68,15,5359,275,917,642,510,410,191,75,26,3050,641,1437,1020,882,717,429,237,62,5429,107,84,46,34,31,16,4,3,334,51,126,127,113,106,63,38,12,636,800,1638,1199,1031,854,513,282,82,6394,32,85,50,43,45,27,15,7,310,628,1089,682,539,511,445,416,219,4533,2283,6777,4485,3016,2419,1451,874,347,21644
SED50806,137,121,92,72,14,3,554,15,83,115,120,94,43,10,0,472,119,686,693,535,506,257,106,25,2934,97,394,402,485,507,290,105,38,2311,682,1239,1115,1081,1019,564,215,69,5984,202,94,66,62,39,20,3,0,500,66,87,120,127,137,88,34,9,661,950,1416,1300,1268,1195,675,255,84,7148,7,41,34,26,38,45,27,7,230,406,513,496,517,508,490,361,184,3476,1602,3241,3172,3075,2939,1870,878,342,17120
SED50904,324,201,105,61,16,4,1075,25,205,223,152,87,31,5,0,731,404,1915,1613,960,404,232,99,20,5647,442,1449,1501,1219,602,295,115,34,5656,1552,3565,2837,2493,1142,652,297,49,12596,283,250,196,108,48,19,9,4,918,130,282,289,269,175,112,33,17,1309,1962,4102,3326,2870,1367,789,339,70,14821,39,111,98,97,69,48,22,3,481,1052,1259,1078,962,613,495,406,258,6119,3936,9387,8168,6468,3240,1958,1000,383,34538
SED51005,594,213,126,63,22,0,2080,22,228,150,92,88,32,9,0,619,645,3067,1519,766,428,262,95,30,6795,424,1092,694,441,443,213,84,30,3418,709,1318,984,812,744,480,241,76,5372,143,89,68,45,42,22,4,3,413,51,126,135,111,105,70,37,14,649,908,1534,1181,967,892,572,280,88,6429,47,105,78,54,44,51,22,6,392,538,795,485,369,356,301,313,204,3354,2627,7836,4689,2900,2374,1483,819,346,23082
SED51104,452,377,327,165,52,12,1591,3,106,258,281,200,86,16,4,961,402,1088,1716,1345,960,671,177,29,6390,101,291,607,691,663,530,159,44,3085,284,629,697,720,601,438,187,46,3613,49,28,48,40,32,30,11,3,240,24,43,102,123,123,129,51,11,602,353,695,847,885,759,595,250,57,4454,5,23,47,45,45,60,38,5,266,143,185,218,257,299,277,183,123,1683,1025,2588,4145,3884,3236,2392,872,287,18426
SED51201,43,52,70,29,4,0,249,4,60,62,58,61,29,4,0,279,85,512,435,344,297,178,66,17,1932,52,209,263,363,451,276,94,23,1722,465,891,777,868,881,529,195,41,4638,132,87,74,55,61,24,10,3,444,44,69,99,98,119,73,28,6,534,636,1044,948,1015,1067,627,230,48,5612,14,23,17,31,33,29,24,4,170,467,573,543,614,698,669,450,235,4251,1262,2469,2312,2476,2671,1837,874,330,14231
SED51304,1003,834,519,274,115,20,3361,21,189,289,370,254,131,40,9,1296,792,2074,2297,2119,1364,722,372,133,9876,143,442,535,700,584,448,323,102,3273,247,484,408,442,406,231,194,87,2490,40,26,30,41,23,19,10,8,200,22,41,76,112,93,70,56,29,503,309,555,515,591,518,324,265,120,3194,21,45,50,47,49,51,42,27,335,264,427,323,311,312,291,357,251,2540,1586,4271,5012,4987,3603,2241,1514,661,23878
SED51405,394,191,110,44,11,3,1219,13,206,207,126,60,25,9,0,649,412,2004,1520,730,373,147,56,15,5262,270,926,916,705,495,186,53,18,3567,846,1822,1693,1480,1046,478,191,42,7593,158,121,102,68,38,14,5,0,507,68,151,176,191,112,70,31,11,799,1069,2092,1974,1742,1195,561,223,49,8909,21,68,80,74,43,37,12,3,345,433,617,544,487,384,290,248,96,3096,2229,6362,5639,4056,2668,1296,607,185,23045
SED51506,111,116,71,28,6,0,396,11,58,101,106,80,27,4,0,383,88,556,719,604,397,186,66,12,2638,97,357,473,567,505,235,76,12,2328,889,1548,1499,1491,1004,572,169,40,7206,231,123,99,81,46,28,0,0,610,56,79,135,168,141,88,31,3,703,1177,1746,1730,1739,1192,684,198,41,8520,6,31,39,24,36,32,10,12,184,440,395,405,480,464,473,351,196,3197,1821,3196,3582,3640,2753,1664,721,269,17646
SED51604,731,901,650,389,146,53,3402,16,162,208,287,253,135,46,13,1132,713,1983,1727,1952,1567,1069,433,187,9633,93,261,334,573,613,544,299,102,2821,156,388,254,330,286,229,137,40,1820,37,18,17,26,28,20,13,3,157,19,41,59,98,78,112,51,27,483,214,443,329,450,388,356,203,72,2462,8,24,29,38,51,77,36,25,286,293,484,363,461,452,449,374,250,3128,1367,3869,3734,4671,3979,3018,1535,703,22871
SED51702,521,245,149,87,14,3,1593,16,222,232,174,115,53,11,5,819,377,2231,1715,993,610,346,93,19,6382,314,1240,1116,934,672,335,113,12,4741,1260,2752,2036,1843,1301,768,215,42,10219,210,177,99,81,46,29,3,0,645,91,168,234,223,167,111,37,4,1023,1562,3092,2365,2146,1521,906,251,44,11885,30,71,69,67,56,36,16,3,347,469,699,715,620,469,378,193,95,3628,2769,8119,6737,5174,3587,2131,685,184,29393
SED51806,108,122,79,80,19,3,484,6,51,97,99,91,66,17,0,426,130,453,643,564,499,369,148,25,2841,139,338,512,658,615,560,230,42,3093,661,1141,1223,1377,1196,988,470,98,7151,120,81,62,65,43,40,17,3,438,56,84,140,146,172,167,63,17,841,835,1309,1417,1588,1417,1192,555,120,8435,16,11,40,53,48,76,46,6,293,306,308,374,425,522,676,494,255,3361,1440,2540,3198,3501,3257,3023,1501,466,18925
SED51903,185,117,84,30,0,0,625,12,106,141,85,84,26,4,0,473,220,1078,840,562,330,149,51,8,3233,98,560,615,574,429,184,85,16,2544,917,2109,1722,1675,1181,445,141,32,8210,217,160,98,91,57,19,6,0,639,69,126,183,151,140,69,29,4,772,1202,2392,1995,1913,1373,535,174,38,9622,13,35,39,38,45,38,15,7,230,830,1083,975,1051,930,608,338,135,5961,2381,5459,4792,4338,3274,1570,669,209,22694
SED52002,230,114,69,29,11,0,764,19,116,97,79,73,30,8,0,413,251,1184,966,484,337,182,75,17,3491,194,641,654,604,401,236,91,21,2844,806,1654,1354,1223,995,586,267,51,6946,161,112,79,50,44,11,7,0,467,54,107,174,155,138,71,38,13,751,1029,1878,1602,1433,1172,678,315,62,8161,13,57,52,35,35,46,20,6,265,354,516,411,410,434,384,262,92,2855,1864,4692,4010,3153,2518,1583,783,194,18799
SED52105,602,611,446,255,69,10,2473,13,193,277,333,284,115,21,0,1235,422,1965,1820,1488,1112,543,164,30,7540,160,537,635,720,629,391,135,29,3233,387,916,722,865,692,421,219,53,4273,69,56,54,47,41,16,3,0,286,39,79,99,133,112,97,39,16,616,496,1047,872,1047,835,534,254,71,5167,13,45,49,60,62,48,24,9,315,370,655,560,593,558,452,408,309,3902,1487,4907,4827,4843,3933,2343,1076,460,23875
SED52201,116,93,76,28,11,0,391,17,92,95,119,73,38,3,0,435,96,581,622,514,322,145,53,15,2351,138,348,474,491,428,211,73,13,2177,754,1311,1184,1295,958,491,188,37,6225,211,114,97,88,61,33,8,0,608,44,77,127,121,110,75,32,6,594,1012,1503,1406,1506,1132,591,236,44,7423,10,26,39,33,33,24,19,7,195,601,573,547,615,509,445,354,148,3799,1878,3188,3298,3372,2578,1488,747,220,16772
SED52304,342,168,72,37,13,0,938,16,151,170,81,68,21,7,0,508,401,1635,1419,765,364,162,73,20,4836,252,795,891,695,386,272,76,20,3391,687,1446,1411,1227,821,493,196,44,6324,174,108,82,75,34,19,9,4,505,62,113,172,178,120,85,39,15,782,926,1668,1668,1481,973,595,243,62,7607,21,87,79,65,46,40,11,3,351,380,413,449,451,331,336,281,192,2830,2021,5031,5014,3695,2247,1461,701,283,20461
SED52402,249,127,83,35,20,0,788,17,95,85,70,66,25,7,0,372,235,1068,837,475,342,200,85,14,3247,225,610,600,473,430,251,111,30,2727,681,1287,1133,1086,988,624,304,76,6180,185,130,82,73,39,21,7,0,537,66,109,125,125,113,90,36,13,675,932,1527,1332,1282,1140,739,350,88,7391,17,50,43,52,40,42,26,8,285,405,500,439,402,420,395,344,156,3058,1846,4120,3586,2876,2520,1685,945,301,17866
SED52504,322,367,270,112,23,7,1238,13,91,186,217,175,61,9,7,759,441,972,1291,1170,928,461,117,23,5400,79,356,551,746,711,473,126,33,3072,395,728,770,872,840,626,186,43,4461,70,32,31,36,45,18,3,3,243,35,54,96,116,143,114,42,16,615,497,814,902,1023,1032,758,236,60,5322,15,22,42,44,63,63,24,8,268,209,205,238,283,308,305,155,70,1780,1282,2587,3522,3838,3483,2229,684,213,17837
SED52605,451,298,236,88,10,5,1430,29,165,224,188,149,45,3,7,797,458,1668,1582,984,677,269,73,29,5736,185,535,756,747,565,312,80,28,3201,624,1072,1166,1084,851,389,157,34,5372,132,74,67,54,31,22,7,3,389,47,81,121,159,141,78,30,6,672,796,1217,1363,1298,1027,493,191,47,6430,15,40,69,55,60,37,11,6,291,299,328,301,321,294,216,165,116,2032,1806,4281,4733,3885,2999,1458,543,227,19928
SED52704,253,210,131,70,16,9,986,25,146,144,126,104,31,3,0,590,442,1344,1032,726,502,227,64,21,4357,278,637,606,702,608,268,82,17,3204,699,1421,1091,1162,1064,535,182,30,6176,137,87,65,38,46,29,3,0,410,46,90,104,134,147,81,27,7,637,880,1601,1259,1334,1256,636,212,38,7225,24,52,40,62,34,31,18,7,264,332,371,340,280,340,242,200,103,2212,1991,4431,3680,3437,2989,1510,594,194,18832
SED52802,245,269,212,154,49,7,1095,8,64,134,189,178,91,18,4,684,206,693,943,845,658,540,223,46,4154,158,374,527,653,575,512,211,50,3055,526,818,913,1049,830,588,279,59,5066,86,59,66,58,38,33,9,0,349,36,67,113,138,110,103,64,11,648,651,946,1092,1248,981,728,351,72,6062,14,23,45,25,44,61,36,8,252,341,245,303,343,392,359,381,243,2606,1380,2498,3291,3570,3035,2450,1262,423,17910
SED52903,13,4,4,4,0,0,44,0,15,10,9,11,0,0,0,45,13,92,37,30,27,8,3,0,204,3,40,36,37,26,3,0,0,142,52,192,110,121,75,18,0,3,573,3,13,7,0,8,3,0,0,36,13,23,16,14,13,4,0,0,81,72,224,132,138,97,23,0,3,684,0,4,0,3,0,0,0,0,7,150,272,174,174,109,54,17,5,967,236,663,391,403,273,102,24,4,2102
SED53003,128,113,86,38,7,0,536,19,114,118,94,89,16,0,0,447,129,901,694,437,369,105,18,4,2657,90,415,410,382,281,101,20,4,1693,448,1049,944,795,605,210,53,3,4111,173,164,105,77,44,6,3,0,574,59,114,98,112,84,32,4,0,503,675,1330,1150,990,736,246,55,5,5183,17,25,24,20,26,6,0,0,115,959,1190,962,812,662,349,122,39,5094,1888,4134,3480,2840,2246,862,221,55,15724
SED53104,266,229,147,54,20,3,887,13,97,184,188,145,51,3,3,681,328,963,1258,880,689,340,88,28,4575,157,367,539,679,662,420,121,40,2987,405,808,875,1045,992,573,216,67,4987,101,41,49,42,61,31,0,0,317,38,48,110,146,153,104,39,24,666,542,892,1029,1237,1210,708,261,99,5969,11,31,41,47,36,51,21,9,246,157,181,214,232,237,246,207,170,1645,1227,2689,3529,3491,3126,1863,714,361,16994
SED53205,313,153,73,27,8,0,1006,28,192,184,111,73,21,4,0,621,324,1772,1384,680,373,160,54,16,4767,330,1107,1009,778,489,212,66,13,4004,1372,3008,2118,1876,1159,617,294,67,10516,315,230,122,94,67,18,3,0,850,110,218,229,191,142,108,25,12,1036,1798,3461,2472,2155,1366,747,324,79,12406,34,81,71,69,57,41,16,5,376,1015,1447,1106,838,673,535,370,119,6094,3544,8479,6543,4779,3112,1742,842,231,29271
SED53306,134,108,60,50,12,4,492,3,62,91,94,81,41,15,0,387,148,631,611,458,315,192,127,48,2529,163,440,471,566,462,313,189,50,2646,810,1470,1190,1296,1049,741,486,129,7175,192,109,86,60,55,28,8,3,541,61,117,133,120,156,113,62,16,775,1060,1701,1415,1481,1255,881,550,146,8495,13,27,40,39,40,58,38,11,261,399,437,409,499,513,563,574,308,3700,1790,3412,3168,3250,2716,2089,1509,557,18503
SED53402,664,377,205,94,15,8,2076,13,274,308,223,164,50,15,0,1051,506,2709,2043,1136,713,322,100,23,7550,231,859,792,630,520,257,91,38,3416,468,1235,839,724,683,388,166,55,4562,94,63,63,44,33,8,8,3,320,42,104,122,123,114,58,28,8,602,598,1404,1022,893,829,451,207,68,5481,8,86,54,56,40,42,17,13,305,310,646,475,424,420,358,400,380,3416,1705,6646,5357,3740,2878,1572,854,539,23297
SED53502,186,128,120,57,21,4,683,7,97,130,119,93,32,11,0,483,213,810,811,581,377,254,98,20,3166,185,514,568,604,509,298,106,16,2807,790,1368,1077,1160,966,578,245,64,6244,173,103,70,67,52,21,3,0,488,68,104,132,147,111,93,39,9,701,1028,1579,1271,1373,1125,694,290,76,7434,30,33,42,47,44,43,24,8,271,443,495,446,569,503,502,424,284,3658,1912,3689,3454,3427,2766,1877,966,410,18501
SED53602,233,108,63,32,8,3,864,18,116,79,80,59,15,9,0,380,381,1588,839,524,340,168,50,11,3902,295,893,640,489,403,200,60,11,2993,718,1334,935,963,832,380,209,44,5407,129,107,96,89,59,23,10,0,517,60,147,134,161,114,84,39,6,738,905,1589,1167,1212,999,483,258,47,6664,30,70,58,52,46,41,20,3,310,507,731,494,485,459,375,285,65,3404,2151,5400,3501,2951,2370,1323,679,144,18511
SED53701,49,54,81,53,13,0,289,6,42,69,64,64,39,4,0,282,86,400,497,411,320,236,68,13,2034,74,229,354,487,463,351,117,22,2099,415,932,982,1181,1212,779,254,47,5799,122,79,71,59,56,26,11,0,432,33,66,106,141,169,116,41,9,678,577,1076,1162,1381,1439,928,300,54,6917,9,29,25,22,45,43,27,0,202,381,394,511,683,758,694,394,116,3934,1131,2207,2668,3097,3174,2344,932,195,15751
SED53802,356,163,115,61,15,7,1259,6,159,167,110,94,49,17,0,612,448,2021,1196,725,537,318,120,22,5385,227,864,673,529,442,321,137,34,3234,447,1105,813,783,720,461,317,71,4721,76,76,48,47,23,14,4,3,304,38,95,112,126,121,88,41,18,632,565,1277,971,952,869,568,358,88,5653,18,72,37,54,55,46,23,13,316,331,610,387,332,343,343,289,125,2755,1628,5513,3791,2865,2459,1703,968,289,19224
SED53902,554,383,284,142,40,11,2063,18,202,225,264,191,81,22,9,1015,627,2292,1666,1177,890,461,196,79,7388,230,682,602,563,536,334,199,60,3203,366,897,667,668,553,316,292,99,3863,85,48,42,39,23,13,4,9,267,38,87,90,128,93,87,66,21,610,493,1039,791,834,670,415,366,124,4738,19,67,55,47,52,39,40,24,349,333,522,454,358,330,333,429,439,3187,1749,5407,4342,3623,2961,1816,1295,753,21944
SED54006,72,53,64,35,3,0,269,3,64,78,72,83,24,6,0,333,78,460,607,430,375,215,103,12,2280,123,335,417,557,460,324,110,31,2354,718,1483,1523,1457,1085,655,279,59,7262,171,133,77,59,60,21,9,0,541,45,101,133,154,132,134,31,9,738,944,1725,1730,1672,1274,814,320,69,8541,10,32,31,38,30,41,19,9,208,512,458,522,563,590,614,444,132,3830,1663,3108,3461,3382,2878,2063,1004,251,17818
SED54104,1141,1017,801,538,198,42,4737,30,226,271,299,277,150,40,11,1309,1292,2732,2024,1892,1460,1003,401,108,10908,214,351,356,444,464,444,240,79,2604,218,344,241,269,229,178,99,44,1621,60,12,29,15,26,21,10,8,180,18,34,62,64,83,93,40,17,399,293,385,326,349,338,288,152,73,2199,32,44,34,52,56,56,31,14,324,361,467,339,297,345,371,308,219,2700,2287,5138,4495,4354,3738,2853,1373,546,24782
SED54203,112,56,31,6,0,0,310,3,56,53,57,32,10,0,0,204,96,676,486,312,188,72,13,4,1837,40,318,381,311,236,70,13,0,1371,333,1636,1384,1159,667,213,46,10,5456,71,90,70,45,33,11,3,0,323,24,74,95,83,73,32,11,3,384,434,1804,1546,1284,778,249,55,15,6165,5,24,23,26,24,9,0,0,116,401,1070,944,818,575,261,91,34,4195,984,4045,3554,2861,1853,681,180,56,14208
SED54304,340,366,203,67,30,3,1184,27,105,180,251,118,45,8,0,739,476,955,1470,1386,698,260,88,8,5354,210,394,849,1210,681,298,102,16,3760,710,919,1194,1771,1163,554,180,35,6523,113,56,73,66,34,25,3,0,374,44,63,155,198,155,100,32,5,768,869,1040,1421,2029,1357,685,217,43,7666,23,51,62,100,64,46,17,0,366,276,174,297,383,306,233,170,122,1961,1904,2876,4631,5734,3426,1638,636,203,21033
SED54404,1230,676,406,207,51,5,4368,30,488,383,291,225,64,11,4,1495,1144,6127,2875,1530,1043,454,139,36,13346,399,1398,790,686,570,292,77,25,4236,524,1416,703,683,519,279,125,37,4293,96,80,44,44,36,20,3,3,316,69,159,115,110,106,61,30,8,660,692,1648,858,840,662,354,163,49,5270,55,145,66,51,40,31,16,8,411,920,2274,1002,749,650,463,301,179,6532,3308,13808,7205,4818,3594,1864,757,309,35660
SED54503,213,99,54,11,4,0,600,14,139,148,84,44,5,0,0,434,191,1343,995,502,217,63,3,3,3319,104,759,765,565,325,62,11,0,2588,762,3050,2281,1679,886,160,26,3,8849,160,214,133,64,24,3,0,0,598,43,164,180,121,77,9,0,0,606,963,3437,2598,1866,981,171,29,3,10047,12,50,48,36,22,8,0,0,182,933,2053,1552,1358,759,229,51,21,6959,2224,7991,6318,4510,2403,548,97,27,24126
SED54605,727,622,337,147,39,3,2266,15,96,196,206,167,69,16,3,773,611,1346,1746,1465,869,530,168,38,6789,172,343,540,688,600,442,171,48,3007,351,468,594,761,701,469,205,59,3615,71,31,54,43,39,21,3,0,262,33,43,77,121,124,115,51,9,570,456,543,725,924,865,601,262,71,4445,18,35,56,58,45,47,33,13,297,188,161,186,219,208,261,242,193,1657,1494,2889,4173,4178,3095,2104,925,370,19229
SED54705,122,96,76,41,10,0,435,10,59,69,79,83,27,12,3,348,143,495,545,408,351,213,85,30,2281,154,388,488,561,528,302,130,37,2586,756,1250,1094,1255,1179,809,426,107,6870,176,94,62,63,59,35,10,6,491,56,77,124,132,143,118,57,19,728,985,1421,1276,1452,1382,962,490,130,8095,21,22,34,44,40,42,32,8,243,528,509,416,479,508,556,583,302,3881,1843,2982,2955,3115,2966,2154,1346,516,17880
SED54804,650,368,228,123,37,7,2029,19,318,281,259,170,60,20,0,1131,462,2960,1927,1203,733,425,157,46,7926,147,837,686,676,507,332,171,50,3423,474,1583,857,720,594,286,191,79,4792,60,69,42,39,23,18,9,4,270,33,113,123,124,98,81,52,26,650,573,1763,1019,889,719,390,253,105,5706,19,95,51,44,53,30,24,14,345,289,826,533,436,368,320,325,345,3449,1543,7406,5153,3875,2787,1683,985,574,24002
SED54905,787,603,446,236,75,16,2999,34,230,246,270,227,102,23,11,1143,864,2602,1770,1354,1086,557,205,55,8500,233,536,478,520,638,442,195,65,3102,379,675,443,494,491,323,125,65,3000,75,37,32,34,33,27,4,0,241,38,68,60,92,139,88,42,23,548,498,772,527,614,665,444,173,95,3793,30,56,39,45,50,60,45,21,352,387,522,412,380,405,390,323,368,3196,2081,5516,4268,3797,3507,2233,1040,627,23082
SED55005,779,451,152,75,13,0,2153,17,132,197,176,99,29,4,0,660,603,2158,2033,1162,580,230,63,6,6836,289,728,961,917,558,231,63,7,3756,711,1230,1335,1371,915,488,148,25,6232,157,81,87,91,53,16,4,0,496,55,87,170,177,122,73,23,3,707,933,1395,1590,1641,1088,579,174,28,7430,37,74,91,60,48,33,12,0,366,551,714,677,464,305,200,143,90,3150,2463,5843,6322,4864,2838,1383,484,143,24350
SED55102,220,223,194,81,24,11,905,8,80,158,209,159,68,12,0,690,262,855,1073,935,643,396,102,25,4295,180,564,844,931,695,411,141,32,3803,811,1516,1526,1668,1284,734,221,38,7797,162,84,71,76,47,28,8,0,482,56,108,148,191,162,116,35,7,820,1029,1709,1749,1936,1492,880,261,49,9103,14,39,39,55,60,43,20,3,271,772,1050,1029,839,590,487,252,98,5113,2275,4434,5117,5131,3834,2367,814,209,24184
SED55206,119,117,96,87,25,0,512,10,76,147,123,102,54,20,0,538,81,652,992,714,594,409,158,38,3639,80,375,561,592,572,445,183,36,2840,546,1200,1484,1313,1003,671,292,78,6571,135,79,99,76,59,33,13,3,498,43,89,149,153,143,130,46,15,753,722,1368,1734,1535,1199,830,344,92,7819,6,21,30,40,37,62,35,11,248,359,378,476,483,555,534,411,270,3472,1256,2935,4059,3605,3158,2418,1173,452,19070
SED55305,900,410,239,106,19,6,2913,37,284,273,196,148,54,21,3,1013,1025,3880,2006,1000,648,276,93,37,8961,538,1157,737,594,476,268,90,31,3887,612,1275,786,725,597,355,176,89,4620,152,84,46,41,37,22,3,7,385,60,115,91,120,100,73,38,28,617,827,1483,924,883,733,445,218,115,5622,44,103,61,59,49,38,15,12,381,664,1194,710,587,510,456,453,547,5113,3201,9270,5605,3730,2804,1633,909,754,27892
SED55401,51,59,39,28,5,0,220,9,60,81,61,88,24,9,0,324,99,520,548,400,329,151,60,12,2121,60,222,302,377,409,259,89,23,1736,448,898,775,869,817,429,158,33,4424,128,104,59,68,46,23,4,0,431,58,64,112,87,126,88,19,12,568,632,1061,948,1027,991,543,185,49,5431,5,10,20,28,25,30,22,4,153,408,501,477,632,705,616,393,168,3907,1220,2406,2429,2586,2591,1651,760,251,13892
